"trial","log10n","n","index","t","k","x1","x2","x3","abs_x2x3","abs_x2x3_quantile","radius_quantile","leverage","leverage_quantile","leverage_x_n_over_p","residual","std_residual","deriv_error","deriv_error_quantile","y","fitted"
19,4.8,63096,43122,431.22,3.03007977549173,17.3203766321228,3.43116553590987,-10.3920929728484,35.6569912544085,0.996434005325219,0.999920755673894,0.00260439779319182,0.999793964752124,54.7756943864104,21.4786809918383,57.1777486070567,23.4220405343586,0.999952453404336,-121.381800213003,-142.860481204841
19,4.8,63096,43123,431.23,1.1234355023534,15.8121296910033,4.95244404469685,-8.15776901443612,40.4008945735567,0.998003042982123,0.999793964752124,0.00291194450537708,0.999841511347788,61.2440168370907,12.2578171611599,32.6311652181243,12.5509402569793,0.999920755673894,-139.015420119937,-151.273237281097
20,4.8,63096,435,4.35,0.636236969494308,-13.1556994777031,-9.86456867732999,9.80831330401445,96.75478019622,1,0.999587929504247,0.00513018065661061,1,107.897959569834,11.4004487336759,24.0393957761799,12.5627738360521,0.999698871560796,-219.072602937963,-230.473051671639
20,4.8,63096,436,4.36,2.06781035103383,-15.4494173116914,-8.38651812659774,11.4684256864626,96.1801599030581,0.999984151134779,0.999857360213009,0.00478981638310065,0.999984151134779,100.739418169373,22.2940570505982,47.0100496406743,25.5549659213859,0.999952453404336,-196.169732008394,-218.463789058993
20,4.8,63096,437,4.37,2.26750934043643,-17.4651739918759,-6.37902040124427,12.8152612611801,81.7488130323433,0.999889057943451,0.999968302269557,0.00314701264337646,0.999825662482566,66.1879699154936,23.2108901361077,48.9433168232331,28.1363627675315,1,-146.568930845412,-169.77982098152
20,4.8,63096,440,4.4,2.23014123258917,-18.6390310541423,1.29654574335694,12.1212897369962,15.7158066124986,0.970949030049448,0.999952453404336,0.00131234387876353,0.998526055534424,27.6012164581546,-23.2482453706628,-49.0220854128526,-26.825842216585,0.999968302269557,72.8204745429448,96.0687199136076
20,4.8,63096,441,4.41,2.71890749950501,-17.3476042447044,3.47709585263602,10.2405142725049,35.6072497057869,0.996053632559909,0.999793964752124,0.00243665465983108,0.99961962723469,51.2477208055673,-25.0418070494344,-52.8040540048098,-27.8138464621153,0.999984151134779,123.845636330258,148.887443379693
20,4.8,63096,442,4.42,1.07021889740059,-15.7414308262051,5.15659401222523,7.98003167684401,41.1497835621815,0.997686065677697,0.999429440852035,0.00273175268682416,0.999698871560796,57.4542225092858,-15.3764896786232,-32.4234185572787,-16.2184152026394,0.999809813617345,147.266886906091,162.643376584714
20,4.8,63096,15672,156.72,0.920422608125455,-14.1204480726015,-8.33279489859684,10.4158716522461,86.793322168276,0.999952453404336,0.999635476099911,0.00390625297467535,0.999936604539115,82.156312563372,14.4292603992571,30.4260568683299,16.7260326376938,0.999825662482566,-183.587387897444,-198.016648296701
20,4.8,63096,15673,156.73,1.2697207534532,-15.9947490260422,-6.67699886491163,11.6885723764791,78.0445844901885,0.99987320907823,0.999825662482566,0.00292734679663026,0.999762267021681,61.5679578267277,17.9389261461124,37.8266641515797,21.6080313233767,0.999920755673894,-147.805098586917,-165.74402473303
