"trial","log10n","n","snr","selected","selected_intercept","final","final_intercept","success","int_mean","int_lo","int_hi","ols_int_true_support","ols_int_se","mean_d","sd_d","mean_g","sd_g","ols_int_clean_library","ols_int_clean_library_se","sigma","n_k_gt_0.7","n_k_gt_0.5","k_max","frac_k_gt_0.7","flagged_t_min","flagged_t_max","flagged_clusters","recorded_clusters","refit_without_flagged_int_kept","refit_without_flagged_int_mean","t_stan_s","t_loo_s"
8,5,1e+05,49,"x1;x2;x2 x3",FALSE,"x1;x2;x2 x3",FALSE,TRUE,NA,NA,NA,0.00304087881168787,0.00124302812971009,5.20877818726306e-06,0.394394820327604,-0.000202760648945328,0.0432499453807129,0.00350562958760204,0.00127492282948584,0.374091707342265,9,13,2.10904407155172,9e-05,153.14,506.36,3,3,NA,NA,19.6917705535889,148.907458782196
9,5,1e+05,49,"x1;x2;x2 x3",FALSE,"x1;x2;x2 x3",FALSE,TRUE,NA,NA,NA,0.00412558324664352,0.0013775697311165,3.28967804181114e-05,0.445045801039188,-0.000385735053452463,0.0466696579379332,0.00456340290286021,0.00142467938977684,0.416912755575642,10,20,1.72547178867677,1e-04,308.17,491.39,3,6,NA,NA,29.9443545341492,179.243180513382
10,5,1e+05,49,"x1;x2;x2 x3",FALSE,"x1;x2;x2 x3",FALSE,TRUE,NA,NA,NA,0.00441016939631563,0.00153107513602791,-9.08918627036657e-06,0.499973900903705,-0.000394893150274364,0.0503555211385131,0.00495262960853462,0.00159083371299467,0.463087593736725,17,24,2.21569494230475,0.00017,261.6,948.54,6,6,NA,NA,29.9832546710968,259.300340414047
11,5,1e+05,49,"x1;x2;x2 x3",FALSE,"x1;x2;x2 x3",FALSE,TRUE,NA,NA,NA,0.00504698584638963,0.00160979927519727,-2.05387031138045e-05,0.527234738235901,-0.000322687240267832,0.0578476062514276,0.00536281785168932,0.00168211839426063,0.487797585291465,11,11,4.38644620992698,0.00011,791.07,924.44,2,2,NA,NA,19.7892265319824,149.067009210587
12,5,1e+05,49,"x1;x2;x2 x3",TRUE,"x1;x2;x2 x3",TRUE,FALSE,0.00760225476423684,0.00451399531893524,0.0104761197074574,0.00761762542693027,0.00178939639892542,-6.15975127673564e-06,0.591632794176057,0.00035804296198662,0.0703120222515095,0.00759611255639624,0.00188534593090575,0.543473116840225,10,15,7.08001187053349,1e-04,356.21,774.01,2,2,TRUE,0.00404720168952606,30.4880096912384,234.010492563248
13,5,1e+05,49,"x1;x2;x2 x3",FALSE,"x1;x2;x2 x3",FALSE,TRUE,NA,NA,NA,0.00573886562191921,0.00182273285170509,-7.51915784807811e-06,0.593851875791405,3.1185751884684e-05,0.0659220451111274,0.00590451302699401,0.00191651672503672,0.544544856297271,22,25,6.19067007425651,0.00022,352.13,845.74,4,4,NA,NA,29.8258113861084,228.738721370697
14,5,1e+05,49,"x1;x2;x2 x3",TRUE,"x1;x2;x2 x3",TRUE,FALSE,0.00670965952048195,0.0035803920096043,0.00988072541950066,0.00675619176992739,0.00190478236042634,1.4959022331057e-05,0.630368977356579,-0.000228163036889361,0.0673397435442587,0.00730354033922734,0.00200415647439552,0.575569818953587,24,29,4.32038013893024,0.00024,40.45,969.53,5,5,TRUE,0.00275064784359354,20.3868312835693,144.298840045929
15,5,1e+05,49,"x1;x2;x2 x3",FALSE,"x1;x2;x2 x3",FALSE,TRUE,NA,NA,NA,0.00267996590750618,0.00113607063268994,-2.93251063651072e-05,0.358405970958062,-0.000155587245766375,0.0406632876853793,0.00299176370157598,0.00116224242443287,0.341697409384729,12,14,3.10287135833563,0.00012,507.04,762.18,2,2,NA,NA,19.9544320106506,146.751662731171
16,5,1e+05,49,"x1;x2;x2 x3",TRUE,"x1;x2;x2 x3",TRUE,FALSE,0.00661356645677668,0.003439419449088,0.00960521800165236,0.00655673051452806,0.00184484795881059,-1.83993914796273e-05,0.611105856856952,0.000137796372340501,0.070746907164289,0.00656957530140433,0.00194852982381437,0.558841744116677,18,22,6.51875157152487,0.00018,293.8,970.61,3,3,TRUE,0.00580722302609493,19.9785404205322,146.776036024094
17,5,1e+05,49,"x1;x2;x2 x3",FALSE,"x1;x2;x2 x3",FALSE,TRUE,NA,NA,NA,0.00357982808416498,0.00125047355732705,-1.25713598538071e-05,0.397781660548979,0.000291470670803958,0.0431313448356617,0.00340806139792642,0.00128894580873267,0.375402627276498,10,11,2.23987257614076,1e-04,719.55,743.25,2,3,NA,NA,20.0222544670105,193.960041284561
18,5,1e+05,49,"x1;x2;x2 x3",FALSE,"x1;x2;x2 x3",FALSE,TRUE,NA,NA,NA,0.00460715854394024,0.0013764777088982,2.5648903367443e-05,0.445890355604736,-0.000119495716854018,0.0468011946382253,0.00479631834321615,0.00142214321846362,0.4175787607477,22,31,4.68099033114536,0.00022,191.15,924.76,4,7,NA,NA,19.9587187767029,150.220557451248
19,5,1e+05,49,"x1;x2;x2 x3",FALSE,"x1;x2;x2 x3",FALSE,TRUE,NA,NA,NA,0.00394535649204571,0.00126052270464052,1.20904953784771e-05,0.405729046732436,4.00742013385845e-06,0.0444310834023666,0.00413327190438056,0.00129895469634427,0.382309039000381,9,10,2.01256670236246,9e-05,431.16,746.2,2,2,NA,NA,20.1667041778564,142.635150194168
20,5,1e+05,49,"x1;x2;x2 x3",FALSE,"x1;x2;x2 x3",FALSE,TRUE,NA,NA,NA,0.00376268600172368,0.00139470190194511,2.36370850584159e-05,0.448856396062478,-0.000103263813316689,0.047436601170421,0.00393236612180489,0.00144374977489212,0.420280184580045,13,17,2.23931480761978,0.00013,4.35,609.34,3,4,NA,NA,19.9752414226532,141.388316631317
