"trial","log10n","n","snr","variant","p_selected","truth_in_selected","n_spurious_selected","p_final","success","truth_in_final","n_spurious_final","selected"
18,3.8,6310,49,"min/1se",12,TRUE,5,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^3;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1^2 x3^2"
18,3.8,6310,49,"1se/1se",12,TRUE,5,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^3;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1^2 x3^2"
19,3.8,6310,49,"min/min",12,TRUE,5,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1^2 x3^2;x1^4 x3;x1^3 x3^2"
19,3.8,6310,49,"min/1se",12,FALSE,6,11,FALSE,FALSE,4,"x3;x1^2;x2^2;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x1^4 x3"
19,3.8,6310,49,"1se/1se",9,TRUE,2,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x2^2 x3^2"
0,3.69897000433602,5000,60,"min/min",9,TRUE,2,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x3^4"
0,3.69897000433602,5000,60,"min/1se",9,TRUE,2,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x3^4"
0,3.69897000433602,5000,60,"1se/1se",9,TRUE,2,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x3^4"
0,3.69897000433602,5000,Inf,"min/min",15,TRUE,8,14,FALSE,TRUE,6,"x3;x1^2;x2^2;x1 x3;x3^2;x2^3;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x2 x3^3;x3^4"
0,3.69897000433602,5000,Inf,"min/1se",15,TRUE,8,14,FALSE,TRUE,6,"x3;x1^2;x2^2;x1 x3;x3^2;x2^3;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x2 x3^3;x3^4"
0,3.69897000433602,5000,Inf,"1se/1se",15,TRUE,8,14,FALSE,TRUE,6,"x3;x1^2;x2^2;x1 x3;x3^2;x2^3;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x2 x3^3;x3^4"
1,3.69897000433602,5000,60,"min/min",20,TRUE,13,8,TRUE,TRUE,0,"x2;x3;x1^2;x2^2;x2 x3;x1^2 x2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2"
1,3.69897000433602,5000,60,"min/1se",16,FALSE,10,17,FALSE,FALSE,10,"x2;x3;x1^2;x2^2;x1 x3;x2^3;x1^2 x3;x1 x2 x3;x3^3;x1^3 x2;x1^2 x2^2;x2^4;x1^3 x3;x1 x2^2 x3;x2^3 x3;x2^2 x3^2"
1,3.69897000433602,5000,60,"1se/1se",16,FALSE,10,17,FALSE,FALSE,10,"x2;x3;x1^2;x2^2;x1 x3;x2^3;x1^2 x3;x1 x2 x3;x3^3;x1^3 x2;x1^2 x2^2;x2^4;x1^3 x3;x1 x2^2 x3;x2^3 x3;x2^2 x3^2"
1,3.69897000433602,5000,Inf,"min/min",51,TRUE,44,41,FALSE,TRUE,33,"x2;x3;x1^2;x1 x2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x1 x2^3;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^5;x1^4 x2;x1^3 x2^2;x1^2 x2^3;x1 x2^4;x1^4 x3;x1^3 x2 x3;x1^2 x2^2 x3;x1 x2^3 x3;x1^3 x3^2;x1^2 x2 x3^2;x1 x2^2 x3^2;x2^3 x3^2;x1^2 x3^3;x1 x2 x3^3;x2^2 x3^3;x1 x3^4;x3^5"
1,3.69897000433602,5000,Inf,"min/1se",51,TRUE,44,41,FALSE,TRUE,33,"x2;x3;x1^2;x1 x2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x1 x2^3;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^5;x1^4 x2;x1^3 x2^2;x1^2 x2^3;x1 x2^4;x1^4 x3;x1^3 x2 x3;x1^2 x2^2 x3;x1 x2^3 x3;x1^3 x3^2;x1^2 x2 x3^2;x1 x2^2 x3^2;x2^3 x3^2;x1^2 x3^3;x1 x2 x3^3;x2^2 x3^3;x1 x3^4;x3^5"
1,3.69897000433602,5000,Inf,"1se/1se",49,TRUE,42,42,FALSE,TRUE,34,"x2;x3;x1^2;x1 x2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x2^3;x1^2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x1 x2^3;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^5;x1^3 x2^2;x1^2 x2^3;x1 x2^4;x1^4 x3;x1^3 x2 x3;x1^2 x2^2 x3;x1 x2^3 x3;x1^3 x3^2;x1^2 x2 x3^2;x1 x2^2 x3^2;x2^3 x3^2;x1^2 x3^3;x1 x2 x3^3;x2^2 x3^3;x1 x3^4;x3^5"
2,3.69897000433602,5000,60,"min/min",32,FALSE,26,29,FALSE,FALSE,22,"x1;x2;x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x1^2 x3;x1 x2 x3;x2^2 x3;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^5;x1^3 x2^2;x1^4 x3;x1^3 x2 x3;x1^2 x2^2 x3;x1 x2^3 x3;x2^3 x3^2;x1^2 x3^3;x1 x3^4"
2,3.69897000433602,5000,60,"min/1se",32,FALSE,26,29,FALSE,FALSE,22,"x1;x2;x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x1^2 x3;x1 x2 x3;x2^2 x3;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^5;x1^3 x2^2;x1^4 x3;x1^3 x2 x3;x1^2 x2^2 x3;x1 x2^3 x3;x2^3 x3^2;x1^2 x3^3;x1 x3^4"
2,3.69897000433602,5000,60,"1se/1se",16,FALSE,10,15,FALSE,FALSE,8,"x3;x1^2;x2^2;x1 x3;x1^3;x1 x2^2;x1^2 x3;x2^2 x3;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^2 x3^2;x2^2 x3^2;x3^4"
2,3.69897000433602,5000,Inf,"min/min",27,FALSE,21,27,FALSE,FALSE,20,"x2;x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1 x2^2;x1^2 x3;x1 x2 x3;x2^2 x3;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^5;x1^4 x3;x1^3 x2 x3;x1^2 x2^2 x3;x1 x2^3 x3"
2,3.69897000433602,5000,Inf,"min/1se",27,FALSE,21,27,FALSE,FALSE,20,"x2;x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1 x2^2;x1^2 x3;x1 x2 x3;x2^2 x3;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^5;x1^4 x3;x1^3 x2 x3;x1^2 x2^2 x3;x1 x2^3 x3"
2,3.69897000433602,5000,Inf,"1se/1se",27,FALSE,21,27,FALSE,FALSE,20,"x2;x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1 x2^2;x1^2 x3;x1 x2 x3;x2^2 x3;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^5;x1^4 x3;x1^3 x2 x3;x1^2 x2^2 x3;x1 x2^3 x3"
3,3.69897000433602,5000,60,"min/min",14,TRUE,7,8,TRUE,TRUE,0,"x1;x2;x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
3,3.69897000433602,5000,60,"min/1se",18,FALSE,13,17,FALSE,FALSE,11,"x2;x3;x1^2;x2^2;x2 x3;x2^3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x1^2 x2^2 x3;x2^4 x3"
3,3.69897000433602,5000,60,"1se/1se",18,FALSE,13,17,FALSE,FALSE,11,"x2;x3;x1^2;x2^2;x2 x3;x2^3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x1^2 x2^2 x3;x2^4 x3"
3,3.69897000433602,5000,Inf,"min/min",28,TRUE,21,24,FALSE,TRUE,16,"x1;x2;x3;x1^2;x2^2;x1 x3;x2 x3;x2^3;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x1^4 x2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^2 x2 x3^2;x2^3 x3^2;x1^2 x3^3;x2^2 x3^3"
3,3.69897000433602,5000,Inf,"min/1se",25,TRUE,18,21,FALSE,TRUE,13,"x1;x2;x3;x1^2;x2^2;x2 x3;x2^3;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x1^4 x2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^2 x2 x3^2;x1^2 x3^3;x2^2 x3^3"
3,3.69897000433602,5000,Inf,"1se/1se",28,TRUE,21,24,FALSE,TRUE,16,"x1;x2;x3;x1^2;x2^2;x1 x3;x2 x3;x2^3;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x1^4 x2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^2 x2 x3^2;x2^3 x3^2;x1^2 x3^3;x2^2 x3^3"
4,3.69897000433602,5000,60,"min/min",21,TRUE,14,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x3^2;x1^2 x2;x1 x2^2;x2^3;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x2^2 x3^2;x3^4;x1^2 x2^3;x1^2 x2^2 x3;x2^4 x3;x2^3 x3^2"
4,3.69897000433602,5000,60,"min/1se",21,TRUE,14,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x3^2;x1^2 x2;x1 x2^2;x2^3;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x2^2 x3^2;x3^4;x1^2 x2^3;x1^2 x2^2 x3;x2^4 x3;x2^3 x3^2"
4,3.69897000433602,5000,60,"1se/1se",21,TRUE,14,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x3^2;x1^2 x2;x1 x2^2;x2^3;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x2^2 x3^2;x3^4;x1^2 x2^3;x1^2 x2^2 x3;x2^4 x3;x2^3 x3^2"
4,3.69897000433602,5000,Inf,"min/min",26,TRUE,19,26,FALSE,TRUE,18,"x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x2^2 x3^2;x2 x3^3;x3^4;x1^2 x2^3;x2^5;x1^2 x2^2 x3;x2^4 x3;x2^3 x3^2"
4,3.69897000433602,5000,Inf,"min/1se",26,TRUE,19,26,FALSE,TRUE,18,"x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x2^2 x3^2;x2 x3^3;x3^4;x1^2 x2^3;x2^5;x1^2 x2^2 x3;x2^4 x3;x2^3 x3^2"
4,3.69897000433602,5000,Inf,"1se/1se",26,TRUE,19,26,FALSE,TRUE,18,"x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x2^2 x3^2;x2 x3^3;x3^4;x1^2 x2^3;x2^5;x1^2 x2^2 x3;x2^4 x3;x2^3 x3^2"
5,3.69897000433602,5000,60,"min/min",27,FALSE,21,25,FALSE,FALSE,18,"x1;x2;x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1^2 x2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x1 x2^3;x2^4;x1 x2^2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x3^4"
5,3.69897000433602,5000,60,"min/1se",17,FALSE,11,18,FALSE,FALSE,11,"x1;x3;x1^2;x2^2;x3^2;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x3^4"
5,3.69897000433602,5000,60,"1se/1se",17,FALSE,11,18,FALSE,FALSE,11,"x1;x3;x1^2;x2^2;x3^2;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x3^4"
5,3.69897000433602,5000,Inf,"min/min",24,FALSE,18,24,FALSE,FALSE,17,"x3;x1^2;x2^2;x2 x3;x3^2;x1 x2^2;x1 x2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^2 x2^3;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x2^3 x3^2"
5,3.69897000433602,5000,Inf,"min/1se",24,FALSE,18,24,FALSE,FALSE,17,"x3;x1^2;x2^2;x2 x3;x3^2;x1 x2^2;x1 x2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^2 x2^3;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x2^3 x3^2"
5,3.69897000433602,5000,Inf,"1se/1se",24,FALSE,18,24,FALSE,FALSE,17,"x3;x1^2;x2^2;x2 x3;x3^2;x1 x2^2;x1 x2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^2 x2^3;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x2^3 x3^2"
6,3.69897000433602,5000,60,"min/min",7,TRUE,0,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3"
6,3.69897000433602,5000,60,"min/1se",7,TRUE,0,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3"
6,3.69897000433602,5000,60,"1se/1se",7,TRUE,0,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3"
6,3.69897000433602,5000,Inf,"min/min",26,TRUE,19,23,FALSE,TRUE,15,"x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1 x2^2;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^5;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^3 x3^2;x3^5"
6,3.69897000433602,5000,Inf,"min/1se",26,TRUE,19,23,FALSE,TRUE,15,"x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1 x2^2;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^5;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^3 x3^2;x3^5"
6,3.69897000433602,5000,Inf,"1se/1se",26,TRUE,19,23,FALSE,TRUE,15,"x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1 x2^2;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^5;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^3 x3^2;x3^5"
7,3.69897000433602,5000,60,"min/min",14,TRUE,7,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
7,3.69897000433602,5000,60,"min/1se",14,TRUE,7,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
7,3.69897000433602,5000,60,"1se/1se",14,TRUE,7,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
7,3.69897000433602,5000,Inf,"min/min",21,TRUE,14,17,FALSE,TRUE,9,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
7,3.69897000433602,5000,Inf,"min/1se",21,TRUE,14,18,FALSE,TRUE,10,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
7,3.69897000433602,5000,Inf,"1se/1se",21,TRUE,14,17,FALSE,TRUE,9,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
8,3.69897000433602,5000,60,"min/min",8,TRUE,1,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x2^2 x3^2"
8,3.69897000433602,5000,60,"min/1se",8,TRUE,1,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x2^2 x3^2"
8,3.69897000433602,5000,60,"1se/1se",8,TRUE,1,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x2^2 x3^2"
8,3.69897000433602,5000,Inf,"min/min",22,FALSE,16,23,FALSE,FALSE,16,"x3;x1^2;x2^2;x2 x3;x3^2;x1^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x3^4;x1^2 x2^3;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
8,3.69897000433602,5000,Inf,"min/1se",22,FALSE,16,23,FALSE,FALSE,16,"x3;x1^2;x2^2;x2 x3;x3^2;x1^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x3^4;x1^2 x2^3;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
8,3.69897000433602,5000,Inf,"1se/1se",22,FALSE,16,23,FALSE,FALSE,16,"x3;x1^2;x2^2;x2 x3;x3^2;x1^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x3^4;x1^2 x2^3;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
9,3.69897000433602,5000,60,"min/min",9,TRUE,2,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x1^3 x3;x1^2 x3^2"
9,3.69897000433602,5000,60,"min/1se",10,TRUE,3,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1^2 x3^2"
9,3.69897000433602,5000,60,"1se/1se",10,TRUE,3,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1^2 x3^2"
9,3.69897000433602,5000,Inf,"min/min",32,FALSE,26,32,FALSE,FALSE,25,"x1;x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x2^2 x3;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x2 x3^3;x3^4;x1^4 x2;x1^2 x2^3;x1 x2^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^3 x3^2;x1^2 x3^3;x2^2 x3^3;x1 x3^4"
9,3.69897000433602,5000,Inf,"min/1se",32,FALSE,26,32,FALSE,FALSE,25,"x1;x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x2^2 x3;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x2 x3^3;x3^4;x1^4 x2;x1^2 x2^3;x1 x2^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^3 x3^2;x1^2 x3^3;x2^2 x3^3;x1 x3^4"
9,3.69897000433602,5000,Inf,"1se/1se",32,FALSE,26,32,FALSE,FALSE,25,"x1;x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x2^2 x3;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x2 x3^3;x3^4;x1^4 x2;x1^2 x2^3;x1 x2^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^3 x3^2;x1^2 x3^3;x2^2 x3^3;x1 x3^4"
10,3.69897000433602,5000,60,"min/min",10,TRUE,3,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2"
10,3.69897000433602,5000,60,"min/1se",10,TRUE,3,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2"
10,3.69897000433602,5000,60,"1se/1se",12,TRUE,5,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x1 x2 x3;x2^2 x3;x3^3;x1^2 x2^2;x1 x2^3;x2^4;x1^3 x3;x2^2 x3^2"
10,3.69897000433602,5000,Inf,"min/min",21,TRUE,14,20,FALSE,TRUE,12,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x2 x3^3;x3^4;x1^5;x1 x2^4;x1^2 x2^2 x3;x1^2 x3^3;x2^2 x3^3"
10,3.69897000433602,5000,Inf,"min/1se",21,TRUE,14,20,FALSE,TRUE,12,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x2 x3^3;x3^4;x1^5;x1 x2^4;x1^2 x2^2 x3;x1^2 x3^3;x2^2 x3^3"
10,3.69897000433602,5000,Inf,"1se/1se",21,TRUE,14,19,FALSE,TRUE,11,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x2 x3^3;x3^4;x1^5;x1 x2^4;x1^2 x2^2 x3;x1^2 x3^3;x2^2 x3^3"
11,3.69897000433602,5000,60,"min/min",30,FALSE,24,27,FALSE,FALSE,20,"x1;x2;x3;x1^2;x1 x2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x1^4;x1^3 x2;x1^2 x2^2;x1 x2^3;x2^4;x1^3 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4"
