"trial","log10n","n","snr","variant","p_selected","truth_in_selected","n_spurious_selected","p_final","success","truth_in_final","n_spurious_final","selected"
0,4.2,15849,49,"1se/1se",12,TRUE,5,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x3^4"
1,4.2,15849,49,"min/min",43,FALSE,38,30,FALSE,FALSE,24,"x1;x2;x3;x1^2;x1 x2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x2^3;x2^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x2^4;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^5;x1^3 x2^2;x1^2 x2^3;x2^5;x1^4 x3;x1^3 x2 x3;x1^2 x2^2 x3;x1 x2^3 x3;x1^2 x2 x3^2;x2^3 x3^2;x1^2 x3^3;x2^2 x3^3;x1 x3^4;x3^5"
1,4.2,15849,49,"min/1se",26,FALSE,22,25,FALSE,FALSE,20,"x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x2^3;x2^2 x3;x1 x3^2;x1^4;x1^3 x2;x1^2 x2^2;x1^2 x2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^3 x2^2;x1^2 x2^3;x1 x2^4;x1^4 x3;x1 x2^3 x3;x1^2 x2 x3^2;x2^3 x3^2"
1,4.2,15849,49,"1se/1se",26,FALSE,22,25,FALSE,FALSE,20,"x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x2^3;x2^2 x3;x1 x3^2;x1^4;x1^3 x2;x1^2 x2^2;x1^2 x2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^3 x2^2;x1^2 x2^3;x1 x2^4;x1^4 x3;x1 x2^3 x3;x1^2 x2 x3^2;x2^3 x3^2"
2,4.2,15849,49,"min/min",16,TRUE,9,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x3^2;x1 x2^2;x1^2 x3;x1 x2 x3;x2^2 x3;x3^3;x1^4;x1^3 x3;x1^2 x3^2;x3^4;x1^2 x2^2 x3;x1 x2^3 x3"
2,4.2,15849,49,"min/1se",20,FALSE,14,17,FALSE,FALSE,10,"x3;x1^2;x2^2;x1 x3;x1^3;x1^2 x2;x1 x2^2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^2 x3^2;x2^2 x3^2;x3^4;x1^3 x2 x3;x1 x2^3 x3"
2,4.2,15849,49,"1se/1se",20,FALSE,14,17,FALSE,FALSE,10,"x3;x1^2;x2^2;x1 x3;x1^3;x1^2 x2;x1 x2^2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^2 x3^2;x2^2 x3^2;x3^4;x1^3 x2 x3;x1 x2^3 x3"
3,4.2,15849,49,"min/min",16,TRUE,9,8,TRUE,TRUE,0,"x1;x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^2 x3^3"
3,4.2,15849,49,"min/1se",17,FALSE,12,18,FALSE,FALSE,12,"x1;x2;x3;x1^2;x2^2;x2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x1^2 x2^2 x3;x2^4 x3"
3,4.2,15849,49,"1se/1se",17,FALSE,12,18,FALSE,FALSE,12,"x1;x2;x3;x1^2;x2^2;x2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x1^2 x2^2 x3;x2^4 x3"
4,4.2,15849,49,"min/min",13,TRUE,6,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2;x3^4;x2^4 x3"
4,4.2,15849,49,"min/1se",14,FALSE,8,15,FALSE,FALSE,8,"x3;x1^2;x2^2;x1 x3;x1^2 x2;x1^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x2^2 x3^2;x3^4;x2^4 x3"
4,4.2,15849,49,"1se/1se",13,FALSE,7,14,FALSE,FALSE,7,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x2^2 x3^2;x3^4;x2^4 x3"
5,4.2,15849,49,"min/min",14,FALSE,8,13,FALSE,FALSE,6,"x3;x1^2;x2^2;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3"
5,4.2,15849,49,"min/1se",19,FALSE,13,15,FALSE,FALSE,8,"x3;x1^2;x2^2;x2 x3;x1^3;x1 x2^2;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3"
5,4.2,15849,49,"1se/1se",12,FALSE,6,13,FALSE,FALSE,6,"x1;x3;x1^2;x2^2;x1^2 x2;x1^2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x2^2 x3^2"
6,4.2,15849,49,"min/min",13,TRUE,6,8,TRUE,TRUE,0,"x2;x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x3^4;x1^2 x2^2 x3"
6,4.2,15849,49,"min/1se",13,TRUE,6,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1 x2^2 x3;x3^4"
6,4.2,15849,49,"1se/1se",13,TRUE,6,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1 x2^2 x3;x3^4"
7,4.2,15849,49,"min/min",16,TRUE,9,8,TRUE,TRUE,0,"x2;x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x1 x2^2 x3;x2^2 x3^2;x1 x3^3;x3^4;x1^3 x3^2"
7,4.2,15849,49,"min/1se",23,FALSE,19,20,FALSE,FALSE,15,"x2;x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1 x2^2;x2^3;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^4 x3;x1^3 x2 x3;x1^2 x2^2 x3;x1 x2^3 x3;x2^4 x3;x1^3 x3^2"
7,4.2,15849,49,"1se/1se",10,FALSE,5,10,FALSE,FALSE,4,"x3;x1^2;x2^2;x1 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^2 x3^2"
8,4.2,15849,49,"min/min",14,FALSE,8,15,FALSE,FALSE,8,"x3;x1^2;x2^2;x1^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^2 x2^2 x3;x2^4 x3"
8,4.2,15849,49,"min/1se",18,FALSE,12,15,FALSE,FALSE,8,"x3;x1^2;x1 x2;x2^2;x1^3;x1^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3"
8,4.2,15849,49,"1se/1se",16,FALSE,10,13,FALSE,FALSE,6,"x3;x1^2;x2^2;x1^3;x1^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^2 x2^2 x3"
9,4.2,15849,49,"min/min",34,FALSE,28,22,FALSE,FALSE,15,"x1;x2;x3;x1^2;x1 x2;x2^2;x1 x3;x2 x3;x3^2;x2^2 x3;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^4 x2;x1^2 x2^3;x1 x2^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^3 x3^2;x1^2 x3^3;x2^2 x3^3;x1 x3^4"
9,4.2,15849,49,"min/1se",18,FALSE,13,17,FALSE,FALSE,11,"x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x2^2 x3;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^2 x2^2 x3;x1^3 x3^2"
9,4.2,15849,49,"1se/1se",16,FALSE,11,17,FALSE,FALSE,11,"x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x2^2 x3;x1^3 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^2 x2^2 x3"
10,4.2,15849,49,"min/min",7,TRUE,0,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3"
10,4.2,15849,49,"min/1se",11,TRUE,4,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2"
10,4.2,15849,49,"1se/1se",11,TRUE,4,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2"
11,4.2,15849,49,"min/min",36,FALSE,30,26,FALSE,FALSE,19,"x2;x3;x1^2;x1 x2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x1^2 x2;x1^2 x3;x1 x2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1 x2^3;x2^4;x1^3 x3;x1 x2^2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x2 x3^3;x3^4;x1^4 x2;x1^2 x2^3;x2^5;x1^4 x3;x1^3 x2 x3;x1^2 x2^2 x3;x1 x2^3 x3;x2^4 x3;x2^3 x3^2;x1 x2 x3^3;x2^2 x3^3"
11,4.2,15849,49,"min/1se",21,FALSE,15,16,FALSE,FALSE,9,"x3;x1^2;x2^2;x1 x3;x2 x3;x1^2 x3;x3^3;x1^2 x2^2;x1 x2^3;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2 x3^2;x2^2 x3^2;x3^4;x1^3 x2^2;x1^2 x2^3;x2^5;x1^3 x2 x3;x1^2 x2^2 x3;x2^4 x3"
11,4.2,15849,49,"1se/1se",22,FALSE,16,17,FALSE,FALSE,10,"x3;x1^2;x2^2;x1 x3;x2 x3;x1^2 x3;x3^3;x1^2 x2^2;x1 x2^3;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x1 x2 x3^2;x2^2 x3^2;x3^4;x1^3 x2^2;x1^2 x2^3;x2^5;x1^3 x2 x3;x1^2 x2^2 x3;x2^4 x3"
12,4.2,15849,49,"min/min",43,TRUE,36,8,TRUE,TRUE,0,"x2;x3;x1^2;x1 x2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x2^3;x1^2 x3;x2^2 x3;x2 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x2 x3^3;x3^4;x1^4 x2;x1^3 x2^2;x1^2 x2^3;x1 x2^4;x2^5;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^2 x2 x3^2;x1 x2^2 x3^2;x2^3 x3^2;x1^2 x3^3;x2^2 x3^3;x1 x3^4"
12,4.2,15849,49,"min/1se",25,FALSE,20,22,FALSE,FALSE,17,"x2;x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1 x2^2;x2 x3^2;x3^3;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^4 x2;x1^3 x2^2;x1^2 x2^3;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^3 x3^2"
12,4.2,15849,49,"1se/1se",25,FALSE,20,22,FALSE,FALSE,17,"x2;x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1 x2^2;x2 x3^2;x3^3;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^4 x2;x1^3 x2^2;x1^2 x2^3;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^3 x3^2"
13,4.2,15849,49,"min/min",22,TRUE,15,9,FALSE,TRUE,1,"x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x1^2 x2;x1^2 x3;x1 x2 x3;x2^2 x3;x3^3;x1^3 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x1^2 x2^3;x1^4 x3;x1^3 x2 x3;x1^2 x2^2 x3;x1^3 x3^2;x1^2 x2 x3^2"
13,4.2,15849,49,"min/1se",18,FALSE,13,18,FALSE,FALSE,12,"x3;x1^2;x2^2;x1 x3;x2 x3;x1^3;x1^2 x2;x2^2 x3;x3^3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^4 x3;x1^2 x2^2 x3;x1^3 x3^2;x1^2 x2 x3^2"
13,4.2,15849,49,"1se/1se",18,FALSE,13,18,FALSE,FALSE,12,"x3;x1^2;x2^2;x1 x3;x2 x3;x1^3;x1^2 x2;x2^2 x3;x3^3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^4 x3;x1^2 x2^2 x3;x1^3 x3^2;x1^2 x2 x3^2"
14,4.2,15849,49,"min/min",31,FALSE,25,26,FALSE,FALSE,19,"x1;x3;x1^2;x2^2;x2 x3;x3^2;x1^3;x1^2 x2;x1^2 x3;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x1 x2^3;x2^4;x1^3 x3;x1^2 x2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x1^5;x1^4 x2;x1^2 x2^3;x1 x2^4;x2^5;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x2^3 x3^2;x1^2 x3^3"
14,4.2,15849,49,"min/1se",18,FALSE,13,18,FALSE,FALSE,12,"x3;x1^2;x2^2;x2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x1^2 x2^3;x2^5;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
14,4.2,15849,49,"1se/1se",23,FALSE,17,19,FALSE,FALSE,12,"x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x1^2 x2;x2^3;x1^2 x3;x1 x2 x3;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x1 x2^3;x2^4;x1^3 x3;x1^2 x2 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x3^4"
15,4.2,15849,49,"min/min",21,FALSE,16,18,FALSE,FALSE,12,"x1;x2;x3;x1^2;x2^2;x3^2;x1 x2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
15,4.2,15849,49,"min/1se",17,FALSE,12,17,FALSE,FALSE,11,"x3;x1^2;x2^2;x1 x3^2;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
15,4.2,15849,49,"1se/1se",16,FALSE,11,16,FALSE,FALSE,10,"x3;x1^2;x2^2;x1 x3^2;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
16,4.2,15849,49,"min/min",19,FALSE,13,15,FALSE,FALSE,8,"x2;x3;x1^2;x1 x2;x2^2;x2^2 x3;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
16,4.2,15849,49,"min/1se",15,FALSE,10,16,FALSE,FALSE,10,"x3;x1^2;x2^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
16,4.2,15849,49,"1se/1se",15,FALSE,10,16,FALSE,FALSE,10,"x3;x1^2;x2^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
17,4.2,15849,49,"min/min",8,TRUE,1,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x2^2 x3;x3^3;x1^3 x3"
17,4.2,15849,49,"min/1se",13,TRUE,6,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2;x1 x3^3"
17,4.2,15849,49,"1se/1se",13,TRUE,6,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2;x1 x3^3"
18,4.2,15849,49,"min/min",9,TRUE,2,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x2^2 x3^2;x3^4"
18,4.2,15849,49,"min/1se",15,TRUE,8,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x2 x3;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^2 x2^2 x3"
18,4.2,15849,49,"1se/1se",15,TRUE,8,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x2 x3;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^2 x2^2 x3"
19,4.2,15849,49,"min/min",15,TRUE,8,11,FALSE,TRUE,3,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1^2 x2 x3;x1^2 x3^2;x2^2 x3^2;x1^4 x3;x1^2 x2^2 x3;x1^2 x3^3"
19,4.2,15849,49,"min/1se",19,FALSE,13,13,FALSE,FALSE,6,"x3;x1^2;x2^2;x2 x3;x1 x2^2;x1 x2 x3;x2^2 x3;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1^2 x3^2;x2^2 x3^2;x1^3 x2^2;x1^4 x3;x1^2 x2^2 x3"
19,4.2,15849,49,"1se/1se",19,FALSE,13,13,FALSE,FALSE,6,"x3;x1^2;x2^2;x2 x3;x1 x2^2;x1 x2 x3;x2^2 x3;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1^2 x3^2;x2^2 x3^2;x1^3 x2^2;x1^4 x3;x1^2 x2^2 x3"
0,4,10000,49,"min/min",9,TRUE,2,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x3^4"
0,4,10000,49,"min/1se",12,TRUE,5,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x3^4"
0,4,10000,49,"1se/1se",12,TRUE,5,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x3^4"
1,4,10000,49,"min/min",44,FALSE,39,24,FALSE,FALSE,18,"x1;x2;x3;x1^2;x1 x2;x2^2;x1 x3;x2 x3;x3^2;x1^2 x2;x1 x2^2;x2^3;x2^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^5;x1^4 x2;x1^2 x2^3;x1 x2^4;x2^5;x1^4 x3;x1^3 x2 x3;x1^2 x2^2 x3;x1 x2^3 x3;x1^3 x3^2;x1^2 x2 x3^2;x2^3 x3^2;x1^2 x3^3;x2^2 x3^3;x1 x3^4;x3^5"
1,4,10000,49,"min/1se",27,FALSE,23,26,FALSE,FALSE,21,"x3;x1^2;x1 x2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x1^2 x2;x2^3;x2^2 x3;x1 x3^2;x1^2 x2^2;x1 x2^2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^3 x2^2;x1 x2^4;x1^4 x3;x1^2 x2^2 x3;x1 x2^3 x3;x1^2 x2 x3^2;x2^3 x3^2;x1^2 x3^3"
1,4,10000,49,"1se/1se",26,FALSE,22,23,FALSE,FALSE,18,"x3;x1^2;x1 x2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x1^2 x2;x2^3;x2^2 x3;x1 x3^2;x1 x2^2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^3 x2^2;x1 x2^4;x1^4 x3;x1^2 x2^2 x3;x1 x2^3 x3;x1^2 x2 x3^2;x2^3 x3^2;x1^2 x3^3"
2,4,10000,49,"min/min",19,TRUE,12,8,TRUE,TRUE,0,"x1;x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1^2 x3;x1 x2 x3;x2^2 x3;x3^3;x1^4;x1^3 x3;x1 x2^2 x3;x1^2 x3^2;x3^4;x1^2 x2^2 x3;x1 x2^3 x3;x2^3 x3^2"
2,4,10000,49,"min/1se",20,FALSE,14,17,FALSE,FALSE,10,"x3;x1^2;x2^2;x1 x3;x1^3;x1^2 x2;x1 x2^2;x1^2 x3;x1 x2 x3;x2^2 x3;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^2 x3^2;x2^2 x3^2;x3^4;x1^3 x2 x3;x1 x2^3 x3"
2,4,10000,49,"1se/1se",20,FALSE,14,17,FALSE,FALSE,10,"x3;x1^2;x2^2;x1 x3;x1^3;x1^2 x2;x1 x2^2;x1^2 x3;x1 x2 x3;x2^2 x3;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^2 x3^2;x2^2 x3^2;x3^4;x1^3 x2 x3;x1 x2^3 x3"
3,4,10000,49,"min/min",12,TRUE,5,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x1^2 x2^2 x3"
3,4,10000,49,"min/1se",21,TRUE,14,8,TRUE,TRUE,0,"x1;x2;x3;x1^2;x2^2;x2 x3;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^2 x2 x3^2"
3,4,10000,49,"1se/1se",18,FALSE,12,17,FALSE,FALSE,10,"x1;x2;x3;x1^2;x2^2;x2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x1^2 x2^2 x3;x2^4 x3"
4,4,10000,49,"min/min",16,TRUE,9,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x2^2 x3^2;x3^4;x1^2 x2^2 x3;x2^4 x3"
4,4,10000,49,"min/1se",14,FALSE,8,14,FALSE,FALSE,7,"x3;x1^2;x2^2;x1 x3;x1^2 x2;x1^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x2^2 x3^2;x3^4;x2^4 x3"
4,4,10000,49,"1se/1se",14,FALSE,8,14,FALSE,FALSE,7,"x3;x1^2;x2^2;x1 x3;x1^2 x2;x1^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x2^2 x3^2;x3^4;x2^4 x3"
5,4,10000,49,"min/min",16,FALSE,10,13,FALSE,FALSE,6,"x3;x1^2;x2^2;x3^2;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
5,4,10000,49,"min/1se",16,FALSE,11,13,FALSE,FALSE,7,"x3;x1^2;x2^2;x1^3;x1 x2^2;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^2 x2^2 x3"
5,4,10000,49,"1se/1se",13,FALSE,8,13,FALSE,FALSE,7,"x3;x1^2;x2^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^2 x2^2 x3"
6,4,10000,49,"min/min",10,TRUE,3,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x1^3 x3;x3^4"
6,4,10000,49,"min/1se",13,TRUE,6,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1 x2^2 x3;x3^4"
6,4,10000,49,"1se/1se",13,TRUE,6,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1 x2^2 x3;x3^4"
7,4,10000,49,"min/min",16,TRUE,9,8,TRUE,TRUE,0,"x3;x1^2;x2^2;x1 x3;x3^2;x1^2 x3;x2^2 x3;x3^3;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3"
