"trial","sweep","log10n","n","snr","design","p","kappa","vif_max","vif_median","n_vif_gt10"
2,"snr",3.69897000433602,5000,10,"trimmed",55,1065.64503917816,34905.6749676623,140.092791724019,55
2,"snr",3.69897000433602,5000,10,"truth",7,9.77311299644995,7.34414219760942,3.23079680026071,0
2,"snr",3.69897000433602,5000,10,"selected",2,3.11462589308691,1.82876573177107,1.82876573177107,0
2,"snr",3.69897000433602,5000,15,"full",55,1643.35137174412,78987.9692737395,253.783539980654,55
2,"snr",3.69897000433602,5000,15,"trimmed",55,1643.35137174412,78987.9692737395,253.783539980654,55
2,"snr",3.69897000433602,5000,15,"truth",7,10.5738987035198,8.30456579053219,3.58630348481298,0
2,"snr",3.69897000433602,5000,15,"selected",10,15.5015743058965,18.0456483921355,3.20360146783078,2
2,"snr",3.69897000433602,5000,20,"full",55,2221.84737514452,139891.520244721,426.062662646811,55
2,"snr",3.69897000433602,5000,20,"trimmed",55,2221.84737514452,139891.520244721,426.062662646811,55
2,"snr",3.69897000433602,5000,20,"truth",7,10.6906111736031,8.48874184576333,3.57192585634212,0
2,"snr",3.69897000433602,5000,20,"selected",9,19.4381196849843,22.3625986499733,8.99446384127832,2
2,"snr",3.69897000433602,5000,25,"full",55,2554.20159822315,184173.686160804,586.430125417307,55
2,"snr",3.69897000433602,5000,25,"trimmed",55,2554.20159822315,184173.686160804,586.430125417307,55
2,"snr",3.69897000433602,5000,25,"truth",7,10.7039948294447,8.52607541511168,3.63463801130683,0
2,"snr",3.69897000433602,5000,25,"selected",6,8.62025980699972,5.76389165042032,3.78861135196051,0
2,"snr",3.69897000433602,5000,30,"full",55,2868.44514476167,227189.787515937,693.08339059981,55
2,"snr",3.69897000433602,5000,30,"trimmed",55,2868.44514476167,227189.787515937,693.08339059981,55
2,"snr",3.69897000433602,5000,30,"truth",7,10.7870514061863,8.63941549369679,3.61918118491093,0
2,"snr",3.69897000433602,5000,30,"selected",6,10.391396935966,8.34413392509229,3.79296084326615,0
2,"snr",3.69897000433602,5000,35,"full",55,2912.19115435808,235192.611853415,754.095541802082,55
2,"snr",3.69897000433602,5000,35,"trimmed",55,2912.19115435808,235192.611853415,754.095541802082,55
2,"snr",3.69897000433602,5000,35,"truth",7,10.7820133600338,8.63476463381825,3.64008620726371,0
2,"snr",3.69897000433602,5000,35,"selected",20,124.06189488067,726.994206762363,68.7449745473154,14
2,"snr",3.69897000433602,5000,40,"full",55,2924.44737040242,236429.438740901,767.736519273437,55
2,"snr",3.69897000433602,5000,40,"trimmed",55,2924.44737040242,236429.438740901,767.736519273437,55
2,"snr",3.69897000433602,5000,40,"truth",7,10.7866521953141,8.64258350979914,3.64574213255731,0
2,"snr",3.69897000433602,5000,40,"selected",25,357.998112055746,6771.10129841178,15.4219865090102,16
2,"snr",3.69897000433602,5000,45,"full",55,2928.86546647708,236706.426258896,773.577335594354,55
2,"snr",3.69897000433602,5000,45,"trimmed",55,2928.86546647708,236706.426258896,773.577335594354,55
2,"snr",3.69897000433602,5000,45,"truth",7,10.787679060897,8.63845896625791,3.65253066696346,0
2,"snr",3.69897000433602,5000,45,"selected",38,729.582280613611,20643.839112592,159.837786466391,37
2,"snr",3.69897000433602,5000,50,"full",55,2933.16327162369,237817.564328103,774.048043628767,55
2,"snr",3.69897000433602,5000,50,"trimmed",55,2933.16327162369,237817.564328103,774.048043628767,55
2,"snr",3.69897000433602,5000,50,"truth",7,10.7874066503512,8.64005879412514,3.65054932471963,0
2,"snr",3.69897000433602,5000,50,"selected",37,624.151698425573,18455.4489954703,192.928685560036,36
2,"snr",3.69897000433602,5000,55,"full",55,2936.25024858306,238232.988735364,774.86145807011,55
2,"snr",3.69897000433602,5000,55,"trimmed",55,2936.25024858306,238232.988735364,774.86145807011,55
2,"snr",3.69897000433602,5000,55,"truth",7,10.789347550589,8.64236041665077,3.65133325290352,0
2,"snr",3.69897000433602,5000,55,"selected",23,361.256494442062,6663.96409941373,45.7815001730781,17
2,"snr",3.69897000433602,5000,60,"full",55,2936.97902252121,238371.686884748,774.888214425443,55
2,"snr",3.69897000433602,5000,60,"trimmed",55,2936.97902252121,238371.686884748,774.888214425443,55
2,"snr",3.69897000433602,5000,60,"truth",7,10.7893817223482,8.64238829695791,3.6510892331394,0
2,"snr",3.69897000433602,5000,60,"selected",34,518.431258499886,10608.0050088422,139.042503439657,32
2,"snr",3.69897000433602,5000,Inf,"full",55,2935.7617120827,238193.627849104,775.038376695793,55
2,"snr",3.69897000433602,5000,Inf,"trimmed",55,2935.7617120827,238193.627849104,775.038376695793,55
2,"snr",3.69897000433602,5000,Inf,"truth",7,10.7887410227756,8.64144028609443,3.65107264697349,0
2,"snr",3.69897000433602,5000,Inf,"selected",27,423.408590449896,8016.14791616247,90.3608916617965,23
3,"snr",3.69897000433602,5000,1,"full",55,149.977700219692,903.47490940143,44.0791903415244,55
3,"snr",3.69897000433602,5000,1,"trimmed",19,16.8788504258318,20.9095097710225,4.92512401926721,3
3,"snr",3.69897000433602,5000,1,"truth",7,7.03880876402135,4.55094496906638,2.89524589230269,0
3,"snr",3.69897000433602,5000,5,"full",55,225.123087628887,1932.0032820041,81.458763662116,55
3,"snr",3.69897000433602,5000,5,"trimmed",55,225.123087628887,1932.0032820041,81.458763662116,55
3,"snr",3.69897000433602,5000,5,"truth",7,7.7985252239158,5.27150636883827,2.89155779542155,0
3,"snr",3.69897000433602,5000,5,"selected",2,2.18516046268207,1.21362215982795,1.21362215982795,0
3,"snr",3.69897000433602,5000,10,"full",55,449.290549461178,7454.29499448728,166.438082705337,55
3,"snr",3.69897000433602,5000,10,"trimmed",55,449.290549461178,7454.29499448728,166.438082705337,55
3,"snr",3.69897000433602,5000,10,"truth",7,8.82042387043402,6.64285861455701,3.06825262430588,0
3,"snr",3.69897000433602,5000,10,"selected",10,9.00164125541143,6.06957359029625,2.93866283350851,0
3,"snr",3.69897000433602,5000,15,"full",55,815.308415024348,23083.4009863465,301.926788249691,55
3,"snr",3.69897000433602,5000,15,"trimmed",55,815.308415024348,23083.4009863465,301.926788249691,55
3,"snr",3.69897000433602,5000,15,"truth",7,9.18700881001472,7.08754254802529,3.21562718153046,0
3,"snr",3.69897000433602,5000,15,"selected",23,40.8198493595911,118.847461341915,16.0688648213182,14
3,"snr",3.69897000433602,5000,20,"full",55,1020.85549599044,36271.4197241812,464.242617566539,55
3,"snr",3.69897000433602,5000,20,"trimmed",55,1020.85549599044,36271.4197241812,464.242617566539,55
3,"snr",3.69897000433602,5000,20,"truth",7,9.44383246110374,7.37606105062475,3.27434370071057,0
3,"snr",3.69897000433602,5000,20,"selected",6,6.8523388608392,4.48017565277055,2.36391028807452,0
3,"snr",3.69897000433602,5000,25,"full",55,1316.72297703407,58010.4599422058,576.961607144247,55
3,"snr",3.69897000433602,5000,25,"trimmed",34,206.697940348594,2020.43478868855,80.0813491625428,34
3,"snr",3.69897000433602,5000,25,"truth",7,9.53583890039397,7.49961927204061,3.31310812506322,0
3,"snr",3.69897000433602,5000,25,"selected",6,9.19470827519585,7.42869080077132,3.37872938056918,0
3,"snr",3.69897000433602,5000,30,"full",55,1439.50973389675,69177.1655415514,636.040283559654,55
3,"snr",3.69897000433602,5000,30,"trimmed",55,1439.50973389675,69177.1655415514,636.040283559654,55
3,"snr",3.69897000433602,5000,30,"truth",7,9.55785434862367,7.52417133488101,3.30160346182917,0
3,"snr",3.69897000433602,5000,30,"selected",7,9.0328186018695,6.50388256305805,2.74084838424117,0
3,"snr",3.69897000433602,5000,35,"full",55,1522.38781933828,76953.9661547144,649.842650230075,55
3,"snr",3.69897000433602,5000,35,"trimmed",55,1522.38781933828,76953.9661547144,649.842650230075,55
3,"snr",3.69897000433602,5000,35,"truth",7,9.56280270712202,7.52816941158808,3.29348653551057,0
3,"snr",3.69897000433602,5000,35,"selected",15,49.4791667186099,194.396017556112,10.8146869377513,8
3,"snr",3.69897000433602,5000,40,"full",55,1528.33127794818,77695.35260677,660.269109745745,55
3,"snr",3.69897000433602,5000,40,"trimmed",55,1528.33127794818,77695.35260677,660.269109745745,55
3,"snr",3.69897000433602,5000,40,"truth",7,9.57429375589604,7.5435529605653,3.30174103186318,0
3,"snr",3.69897000433602,5000,40,"selected",13,76.2849343309061,456.905064536134,24.8330350753737,8
3,"snr",3.69897000433602,5000,45,"full",55,1538.5850744112,78683.0513552368,666.470941701924,55
3,"snr",3.69897000433602,5000,45,"trimmed",55,1538.5850744112,78683.0513552368,666.470941701924,55
3,"snr",3.69897000433602,5000,45,"truth",7,9.5779485924132,7.54715089796326,3.30261367891187,0
3,"snr",3.69897000433602,5000,45,"selected",7,9.57794859241318,7.54715089796325,3.30261367891187,0
3,"snr",3.69897000433602,5000,50,"full",55,1548.10919484616,79627.9929205309,663.963270614171,55
3,"snr",3.69897000433602,5000,50,"trimmed",55,1548.10919484616,79627.9929205309,663.963270614171,55
3,"snr",3.69897000433602,5000,50,"truth",7,9.57622140445085,7.54592199450299,3.30420812767781,0
3,"snr",3.69897000433602,5000,50,"selected",11,34.7085976725593,109.96704781466,10.3659003549627,6
3,"snr",3.69897000433602,5000,55,"full",55,1543.62995071712,79206.3288636312,664.738475963245,55
3,"snr",3.69897000433602,5000,55,"trimmed",55,1543.62995071712,79206.3288636312,664.738475963245,55
3,"snr",3.69897000433602,5000,55,"truth",7,9.57531422257795,7.54477323660254,3.30268787065766,0
3,"snr",3.69897000433602,5000,55,"selected",13,38.8508255846189,110.20554788066,33.1020313760828,10
3,"snr",3.69897000433602,5000,60,"full",55,1543.69613742738,79216.4244204531,665.479516563723,55
3,"snr",3.69897000433602,5000,60,"trimmed",55,1543.69613742738,79216.4244204531,665.479516563723,55
3,"snr",3.69897000433602,5000,60,"truth",7,9.57604859142713,7.54565717993218,3.30254526740338,0
3,"snr",3.69897000433602,5000,60,"selected",14,47.5916982053244,177.430776681299,14.837870966641,8
3,"snr",3.69897000433602,5000,Inf,"full",55,1544.17508081791,79259.1882306783,665.848787452449,55
3,"snr",3.69897000433602,5000,Inf,"trimmed",55,1544.17508081791,79259.1882306783,665.848787452449,55
3,"snr",3.69897000433602,5000,Inf,"truth",7,9.57587130444708,7.54546178480894,3.30229694364301,0
3,"snr",3.69897000433602,5000,Inf,"selected",28,138.25944833551,853.050087611458,76.5672858503576,24
4,"snr",3.69897000433602,5000,1,"full",55,198.692786391814,1597.66621575257,43.1733974537024,54
4,"snr",3.69897000433602,5000,1,"trimmed",55,198.692786391814,1597.66621575257,43.1733974537024,54
4,"snr",3.69897000433602,5000,1,"truth",7,7.78459155432472,4.74320000837641,2.80335347774521,0
4,"snr",3.69897000433602,5000,1,"selected",5,3.75916520486496,3.74947847502107,1.54059952104046,0
4,"snr",3.69897000433602,5000,5,"full",55,449.531512251156,6727.94361205621,60.5444693010961,55
4,"snr",3.69897000433602,5000,5,"trimmed",55,449.531512251156,6727.94361205621,60.5444693010961,55
4,"snr",3.69897000433602,5000,5,"truth",7,8.94742293022707,6.13023500864734,3.06723079107487,0
4,"snr",3.69897000433602,5000,5,"selected",7,7.68484843777604,8.54979956843082,3.8014277996074,0
4,"snr",3.69897000433602,5000,10,"full",55,1117.83230973698,37323.5538807045,172.060137430231,55
4,"snr",3.69897000433602,5000,10,"trimmed",9,11.8075074908152,11.6008513135955,2.85640257302688,2
4,"snr",3.69897000433602,5000,10,"truth",7,10.0487366323912,7.25188104391243,3.39504060003955,0
4,"snr",3.69897000433602,5000,10,"selected",4,10.8107243256319,9.85142317095161,5.42219771537298,0
4,"snr",3.69897000433602,5000,15,"full",55,1756.43518077645,84683.0169304941,323.181737338057,55
4,"snr",3.69897000433602,5000,15,"trimmed",55,1756.43518077645,84683.0169304941,323.181737338057,55
4,"snr",3.69897000433602,5000,15,"truth",7,10.6514515905586,8.06182127361651,3.58493974384982,0
4,"snr",3.69897000433602,5000,15,"selected",18,33.8382894478942,97.4857238167533,9.87655732563906,9
4,"snr",3.69897000433602,5000,20,"full",55,2183.7176869406,134365.949373529,477.421107694988,55
4,"snr",3.69897000433602,5000,20,"trimmed",55,2183.7176869406,134365.949373529,477.421107694988,55
4,"snr",3.69897000433602,5000,20,"truth",7,10.8853207080592,8.39835378123778,3.70145135885197,0
4,"snr",3.69897000433602,5000,20,"selected",10,15.5272518560877,12.653745569311,6.13104829012484,2
4,"snr",3.69897000433602,5000,25,"full",55,2620.09607121153,190071.472574254,704.517680717731,55
4,"snr",3.69897000433602,5000,25,"trimmed",34,461.886466597192,9834.52083406625,123.698462872371,34
4,"snr",3.69897000433602,5000,25,"truth",7,11.0180228271619,8.5944913845153,3.72381691256035,0
4,"snr",3.69897000433602,5000,25,"selected",8,12.1953363578585,9.351313281766,3.84217544336165,0
4,"snr",3.69897000433602,5000,30,"full",55,2801.09336635103,215357.014842936,1020.22464187916,55
4,"snr",3.69897000433602,5000,30,"trimmed",55,2801.09336635103,215357.014842936,1020.22464187916,55
4,"snr",3.69897000433602,5000,30,"truth",7,11.037792090209,8.62287060847426,3.71211755465382,0
4,"snr",3.69897000433602,5000,30,"selected",16,99.6636346835727,622.369009513043,7.05747383999051,5
4,"snr",3.69897000433602,5000,35,"full",55,2831.72358416873,222341.565326952,1021.29070063077,55
4,"snr",3.69897000433602,5000,35,"trimmed",34,486.221149371573,10893.0799302899,140.904262018387,34
4,"snr",3.69897000433602,5000,35,"truth",7,11.0318810076271,8.60646427579884,3.72491483671125,0
4,"snr",3.69897000433602,5000,35,"selected",18,314.092294710038,6202.16491471653,11.6894983216135,10
4,"snr",3.69897000433602,5000,40,"full",55,2868.9456093352,228051.536140144,1047.15684754718,55
4,"snr",3.69897000433602,5000,40,"trimmed",55,2868.9456093352,228051.536140144,1047.15684754718,55
4,"snr",3.69897000433602,5000,40,"truth",7,11.0310500139708,8.6058215485812,3.72654199263879,0
4,"snr",3.69897000433602,5000,40,"selected",14,109.777507923641,618.271605807128,32.0829060007646,8
4,"snr",3.69897000433602,5000,45,"full",55,2876.47741163629,229000.732846033,1050.22612101362,55
4,"snr",3.69897000433602,5000,45,"trimmed",55,2876.47741163629,229000.732846033,1050.22612101362,55
4,"snr",3.69897000433602,5000,45,"truth",7,11.0332326284992,8.60763762904175,3.72608066185518,0
4,"snr",3.69897000433602,5000,45,"selected",14,298.047034853045,4876.26741588856,51.6839455400303,9
4,"snr",3.69897000433602,5000,50,"full",55,2879.19730214289,229786.284957604,1056.53225119339,55
4,"snr",3.69897000433602,5000,50,"trimmed",55,2879.19730214289,229786.284957604,1056.53225119339,55
4,"snr",3.69897000433602,5000,50,"truth",7,11.0301342810424,8.60436174504002,3.72826370435494,0
4,"snr",3.69897000433602,5000,50,"selected",14,299.623656494452,4724.49256483799,59.1293821966891,11
4,"snr",3.69897000433602,5000,55,"full",55,2879.37973981849,229681.00441142,1058.13542144448,55
4,"snr",3.69897000433602,5000,55,"trimmed",55,2879.37973981849,229681.00441142,1058.13542144448,55
4,"snr",3.69897000433602,5000,55,"truth",7,11.0307831938075,8.60472269233246,3.72842032835477,0
4,"snr",3.69897000433602,5000,55,"selected",14,299.547932989869,4722.05797899953,59.1299611098248,11
4,"snr",3.69897000433602,5000,60,"full",55,2880.24030158,229705.978213828,1056.70403433539,55
4,"snr",3.69897000433602,5000,60,"trimmed",55,2880.24030158,229705.978213828,1056.70403433539,55
4,"snr",3.69897000433602,5000,60,"truth",7,11.0307524893439,8.6040288131941,3.72860803348325,0
4,"snr",3.69897000433602,5000,60,"selected",21,356.824865722736,6201.02895161929,55.5840592857887,15
4,"snr",3.69897000433602,5000,Inf,"full",55,2880.68967087518,229791.883408099,1057.61973668138,55
4,"snr",3.69897000433602,5000,Inf,"trimmed",55,2880.68967087518,229791.883408099,1057.61973668138,55
4,"snr",3.69897000433602,5000,Inf,"truth",7,11.0311036308833,8.60500016307235,3.72841755738035,0
4,"snr",3.69897000433602,5000,Inf,"selected",26,388.620050908811,6856.54011337628,137.199333635197,21
5,"snr",3.69897000433602,5000,1,"full",55,147.21010358406,1008.28911979005,31.6720890824184,54
5,"snr",3.69897000433602,5000,1,"trimmed",34,54.3867429680508,186.197867284536,10.5735847345675,21
5,"snr",3.69897000433602,5000,1,"truth",7,7.24191951119846,4.67136540561238,2.45087128390699,0
5,"snr",3.69897000433602,5000,5,"full",55,442.976826939075,6815.86910681168,60.8118144445534,55
5,"snr",3.69897000433602,5000,5,"trimmed",55,442.976826939075,6815.86910681168,60.8118144445534,55
5,"snr",3.69897000433602,5000,5,"truth",7,8.6100074925358,5.93323846522748,3.08460777897934,0
5,"snr",3.69897000433602,5000,5,"selected",3,6.56835292909827,8.10501325911992,7.87707980227888,0
5,"snr",3.69897000433602,5000,10,"full",55,909.856096870606,25734.5429628746,121.020217896951,55
5,"snr",3.69897000433602,5000,10,"trimmed",9,10.817188318881,10.2695456931927,2.46917981611633,2
5,"snr",3.69897000433602,5000,10,"truth",7,9.58118143771351,7.25080375540435,3.33013314566054,0
5,"snr",3.69897000433602,5000,10,"selected",4,10.0631396487327,9.08550484913737,5.03444978413066,0
5,"snr",3.69897000433602,5000,15,"full",55,1313.22476668944,53322.3260434746,272.129539674581,55
5,"snr",3.69897000433602,5000,15,"trimmed",34,254.337764547759,3143.40414256297,55.5146804054651,34
5,"snr",3.69897000433602,5000,15,"truth",7,10.182416113571,8.02052574292875,3.43242880178978,0
5,"snr",3.69897000433602,5000,15,"selected",5,8.64776820230305,6.5347105459271,3.00094340005769,0
5,"snr",3.69897000433602,5000,20,"full",55,1888.74992243658,106352.189951445,483.904150700866,55
5,"snr",3.69897000433602,5000,20,"trimmed",34,321.794311675769,4946.27265233606,102.281136997472,34
5,"snr",3.69897000433602,5000,20,"truth",7,10.4617162455316,8.34854610106371,3.51191016883856,0
5,"snr",3.69897000433602,5000,20,"selected",7,12.9386312448548,12.3692849963373,7.38481097786177,2
5,"snr",3.69897000433602,5000,25,"full",55,2124.14406014534,133872.667319904,701.638484176798,55
5,"snr",3.69897000433602,5000,25,"trimmed",34,364.028454044338,6352.15715769756,158.979398864693,34
5,"snr",3.69897000433602,5000,25,"truth",7,10.527464961594,8.43247220199904,3.60061814156693,0
5,"snr",3.69897000433602,5000,25,"selected",7,11.002994801203,8.43217775028862,4.05822155809552,0
5,"snr",3.69897000433602,5000,30,"full",55,2234.76444653734,148791.508131231,975.209242294416,55
5,"snr",3.69897000433602,5000,30,"trimmed",55,2234.76444653734,148791.508131231,975.209242294416,55
5,"snr",3.69897000433602,5000,30,"truth",7,10.5367185462056,8.47098429512687,3.57875161033885,0
5,"snr",3.69897000433602,5000,30,"selected",15,88.9169083146501,473.395724332509,8.16278943721191,6
5,"snr",3.69897000433602,5000,35,"full",55,2291.04678271642,155110.378452696,1195.27124498292,55
5,"snr",3.69897000433602,5000,35,"trimmed",55,2291.04678271642,155110.378452696,1195.27124498292,55
5,"snr",3.69897000433602,5000,35,"truth",7,10.5514769935962,8.47717760173785,3.57584316690712,0
5,"snr",3.69897000433602,5000,35,"selected",14,104.595006250708,583.863041099606,31.7777236605466,11
5,"snr",3.69897000433602,5000,40,"full",55,2299.63862502343,156201.814126344,1305.8878644552,55
5,"snr",3.69897000433602,5000,40,"trimmed",55,2299.63862502343,156201.814126344,1305.8878644552,55
5,"snr",3.69897000433602,5000,40,"truth",7,10.5487143856581,8.47970118212647,3.58092728521981,0
5,"snr",3.69897000433602,5000,40,"selected",14,108.265739016875,593.807978395216,110.316302545202,13
5,"snr",3.69897000433602,5000,45,"full",55,2306.0440676461,157193.893869553,1318.84533660697,55
5,"snr",3.69897000433602,5000,45,"trimmed",34,388.484781953437,7196.61000984627,207.668537610018,34
5,"snr",3.69897000433602,5000,45,"truth",7,10.5477509307982,8.47786012616046,3.57173249899872,0
5,"snr",3.69897000433602,5000,45,"selected",18,265.576013683887,3997.80458174736,129.452041399886,16
5,"snr",3.69897000433602,5000,50,"full",55,2307.93285862015,157435.262411959,1357.40548914034,55
5,"snr",3.69897000433602,5000,50,"trimmed",34,389.715613731413,7243.55082081937,209.275007141041,34
5,"snr",3.69897000433602,5000,50,"truth",7,10.5480888040546,8.48114942311709,3.5685778357551,0
5,"snr",3.69897000433602,5000,50,"selected",27,308.909632188943,4931.0753844625,146.222814482173,23
5,"snr",3.69897000433602,5000,55,"full",55,2310.03600956431,157737.041833475,1356.55373521742,55
5,"snr",3.69897000433602,5000,55,"trimmed",34,389.30855246194,7226.68604097591,209.01718496156,34
5,"snr",3.69897000433602,5000,55,"truth",7,10.5480975344992,8.48082436653763,3.5690797858031,0
5,"snr",3.69897000433602,5000,55,"selected",26,296.955091087231,4716.11942847614,154.352791985678,23
5,"snr",3.69897000433602,5000,60,"full",55,2312.14992590245,157973.683231544,1358.70043170896,55
5,"snr",3.69897000433602,5000,60,"trimmed",34,389.644054279272,7238.18916666208,209.242767888332,34
5,"snr",3.69897000433602,5000,60,"truth",7,10.5483714529984,8.48023794133512,3.56917132847518,0
5,"snr",3.69897000433602,5000,60,"selected",28,353.25758223554,6591.73731354334,124.246918730216,24
5,"snr",3.69897000433602,5000,Inf,"full",55,2311.39965407167,157870.309632703,1359.45007624762,55
5,"snr",3.69897000433602,5000,Inf,"trimmed",55,2311.39965407167,157870.309632703,1359.45007624762,55
5,"snr",3.69897000433602,5000,Inf,"truth",7,10.5486472994882,8.48074241781571,3.56942402209877,0
5,"snr",3.69897000433602,5000,Inf,"selected",24,300.917468682653,4292.76512778086,44.723405968764,16
6,"snr",3.69897000433602,5000,1,"full",55,318.321578285344,4280.74018482466,44.4060242895125,50
6,"snr",3.69897000433602,5000,1,"trimmed",55,318.321578285344,4280.74018482466,44.4060242895125,50
6,"snr",3.69897000433602,5000,1,"truth",7,9.81133423035332,5.23335641545542,3.45679796209416,0
6,"snr",3.69897000433602,5000,1,"selected",14,12.4344215386068,15.9268168598614,3.4743648556487,1
6,"snr",3.69897000433602,5000,5,"full",55,552.362608262808,12198.7228204562,60.8739607932395,52
6,"snr",3.69897000433602,5000,5,"trimmed",55,552.362608262808,12198.7228204562,60.8739607932395,52
6,"snr",3.69897000433602,5000,5,"truth",7,10.705899915724,5.78582212894485,3.85836209126882,0
6,"snr",3.69897000433602,5000,5,"selected",6,12.5555841993479,19.5010815110466,10.1691359550995,4
6,"snr",3.69897000433602,5000,10,"full",55,921.691740791028,32482.8593313466,95.8548114692206,54
6,"snr",3.69897000433602,5000,10,"trimmed",55,921.691740791028,32482.8593313466,95.8548114692206,54
6,"snr",3.69897000433602,5000,10,"truth",7,11.94582325857,6.98857783556761,4.17832566439634,0
6,"snr",3.69897000433602,5000,10,"selected",12,18.5354746362182,16.8805521703044,5.97754771316814,1
6,"snr",3.69897000433602,5000,15,"full",55,1394.7622009499,68753.2919966189,117.075116003526,55
6,"snr",3.69897000433602,5000,15,"trimmed",55,1394.7622009499,68753.2919966189,117.075116003526,55
6,"snr",3.69897000433602,5000,15,"truth",7,12.167870888906,7.09354970520771,4.32096645736086,0
6,"snr",3.69897000433602,5000,15,"selected",9,15.8314204406669,13.1236421809759,7.3785360636511,1
6,"snr",3.69897000433602,5000,20,"full",55,1669.86557475004,99658.5424679842,146.341905566966,55
6,"snr",3.69897000433602,5000,20,"trimmed",34,318.493519465781,5373.61146378886,26.9477183215405,30
6,"snr",3.69897000433602,5000,20,"truth",7,12.1883461560378,7.11620713055072,4.3654976018052,0
6,"snr",3.69897000433602,5000,20,"selected",6,12.1367026794426,7.10457486295044,4.52601945718635,0
6,"snr",3.69897000433602,5000,25,"full",55,1784.23504600173,111384.922775394,149.991171133047,55
6,"snr",3.69897000433602,5000,25,"trimmed",55,1784.23504600173,111384.922775394,149.991171133047,55
6,"snr",3.69897000433602,5000,25,"truth",7,12.2635054893938,7.16370644028186,4.3944144806864,0
6,"snr",3.69897000433602,5000,25,"selected",7,12.955561170522,7.15250446328019,4.69868639159519,0
6,"snr",3.69897000433602,5000,30,"full",55,1810.79038658896,114803.758756826,153.643337477319,55
6,"snr",3.69897000433602,5000,30,"trimmed",55,1810.79038658896,114803.758756826,153.643337477319,55
6,"snr",3.69897000433602,5000,30,"truth",7,12.2526816899526,7.12281751637292,4.42375568108994,0
6,"snr",3.69897000433602,5000,30,"selected",16,72.6797334462514,316.606054800149,10.3112605984782,9
6,"snr",3.69897000433602,5000,35,"full",55,1836.85303144001,118022.499449078,152.367746966802,55
6,"snr",3.69897000433602,5000,35,"trimmed",55,1836.85303144001,118022.499449078,152.367746966802,55
6,"snr",3.69897000433602,5000,35,"truth",7,12.2521064343277,7.13828242905122,4.41747624784076,0
6,"snr",3.69897000433602,5000,35,"selected",17,265.087530503781,4198.66987753508,10.0928589088928,9
6,"snr",3.69897000433602,5000,40,"full",55,1841.96588545919,118718.697674027,152.554384618266,55
6,"snr",3.69897000433602,5000,40,"trimmed",34,334.965410202435,5880.6651269844,27.5221487011473,30
6,"snr",3.69897000433602,5000,40,"truth",7,12.2556101439886,7.149292100713,4.41147663360235,0
6,"snr",3.69897000433602,5000,40,"selected",10,237.816475856347,3816.4712065121,5.22073452843771,4
6,"snr",3.69897000433602,5000,45,"full",55,1841.44585248473,118689.465482087,151.336400128476,55
6,"snr",3.69897000433602,5000,45,"trimmed",34,335.213259155151,5888.66548661582,27.4618139962469,30
6,"snr",3.69897000433602,5000,45,"truth",7,12.2487398377432,7.14121281931813,4.4109963495429,0
6,"snr",3.69897000433602,5000,45,"selected",9,231.780553697482,3824.24982335156,5.4698602215911,4
6,"snr",3.69897000433602,5000,50,"full",55,1842.57021714873,118805.629632511,151.551585589931,55
6,"snr",3.69897000433602,5000,50,"trimmed",34,335.224050077211,5889.25371689729,27.4850238378695,30
6,"snr",3.69897000433602,5000,50,"truth",7,12.2494839513603,7.14337402299096,4.41246312171803,0
6,"snr",3.69897000433602,5000,50,"selected",9,231.695678606822,3821.60295110395,5.46933902371911,4
6,"snr",3.69897000433602,5000,55,"full",55,1843.64849605114,118969.206715604,151.796266093708,55
6,"snr",3.69897000433602,5000,55,"trimmed",34,335.266096526127,5891.05011299353,27.4881510273702,30
6,"snr",3.69897000433602,5000,55,"truth",7,12.2514809275729,7.14541618331328,4.41198172431313,0
6,"snr",3.69897000433602,5000,55,"selected",7,12.2514809275729,7.14541618331328,4.41198172431313,0
6,"snr",3.69897000433602,5000,60,"full",55,1843.08454723205,118893.335050606,151.734495150793,55
6,"snr",3.69897000433602,5000,60,"trimmed",34,335.25387863437,5890.63343633677,27.487979848253,30
6,"snr",3.69897000433602,5000,60,"truth",7,12.2515194897147,7.14526725751103,4.41142642204034,0
6,"snr",3.69897000433602,5000,60,"selected",7,12.2515194897147,7.14526725751103,4.41142642204034,0
6,"snr",3.69897000433602,5000,Inf,"full",55,1842.68575870847,118854.695753026,151.755897440044,55
6,"snr",3.69897000433602,5000,Inf,"trimmed",55,1842.68575870847,118854.695753026,151.755897440044,55
6,"snr",3.69897000433602,5000,Inf,"truth",7,12.2514476778137,7.14502707971794,4.4117354538281,0
6,"snr",3.69897000433602,5000,Inf,"selected",26,1293.452489614,69469.0914468408,60.4703320726579,24
7,"snr",3.69897000433602,5000,1,"full",55,173.953097559359,1537.9614782493,30.3485545889165,50
7,"snr",3.69897000433602,5000,1,"trimmed",55,173.953097559359,1537.9614782493,30.3485545889165,50
7,"snr",3.69897000433602,5000,1,"truth",7,7.87712232171402,4.75736919296635,2.77406239001383,0
7,"snr",3.69897000433602,5000,5,"full",55,380.471793706638,6802.29480574299,55.5204526341557,53
7,"snr",3.69897000433602,5000,5,"trimmed",55,380.471793706638,6802.29480574299,55.5204526341557,53
7,"snr",3.69897000433602,5000,5,"truth",7,9.18338728745908,6.14193123677626,3.1745988307824,0
7,"snr",3.69897000433602,5000,5,"selected",7,4.1768111947697,3.60238218647743,3.34948149102198,0
