"trial","sweep","log10n","n","snr","design","p","kappa","vif_max","vif_median","n_vif_gt10"
6,"n",4.6,39811,49,"trimmed",55,6109.64995602138,930482.752485583,921.437327913949,55
6,"n",4.6,39811,49,"truth",7,11.2358138095647,8.64492347492724,4.08420894798665,0
6,"n",4.6,39811,49,"selected",12,338.787078386689,7518.34850882451,17.5374937779492,8
7,"n",4.6,39811,49,"full",55,3601.31646168845,338021.253308912,1049.27354224517,55
7,"n",4.6,39811,49,"trimmed",55,3601.31646168845,338021.253308912,1049.27354224517,55
7,"n",4.6,39811,49,"truth",7,11.286687043961,8.98738981037606,3.95831200226284,0
7,"n",4.6,39811,49,"selected",26,492.76720388741,10244.7291089313,272.51771981439,22
8,"n",4.6,39811,49,"full",55,5636.72437590581,849726.900225324,8439.3930876546,55
8,"n",4.6,39811,49,"trimmed",55,5636.72437590581,849726.900225324,8439.3930876546,55
8,"n",4.6,39811,49,"truth",7,11.6322874653291,9.34753477146121,4.09378009287328,0
8,"n",4.6,39811,49,"selected",19,443.709946508539,9810.47599239829,181.346222190806,17
9,"n",4.6,39811,49,"full",55,1291.71659109516,45240.8124184809,2464.03357730914,55
9,"n",4.6,39811,49,"trimmed",55,1291.71659109516,45240.8124184809,2464.03357730914,55
9,"n",4.6,39811,49,"truth",7,10.7657506738856,8.42378969593213,3.96439151135085,0
9,"n",4.6,39811,49,"selected",38,911.318065127721,32907.0906690614,430.55368113615,38
0,"n",4.4,25119,49,"full",55,3346.79106663944,292835.464831318,683.767666536682,55
0,"n",4.4,25119,49,"trimmed",55,3346.79106663944,292835.464831318,683.767666536682,55
0,"n",4.4,25119,49,"truth",7,11.2869489335463,8.85330406574239,4.00250018859054,0
0,"n",4.4,25119,49,"selected",10,297.099524434278,6308.81970471637,8.49167996280173,4
1,"n",4.4,25119,49,"full",55,1331.86455228132,52407.9883108979,3390.35111368868,55
1,"n",4.4,25119,49,"trimmed",55,1331.86455228132,52407.9883108979,3390.35111368868,55
1,"n",4.4,25119,49,"truth",7,10.4748687089059,8.19351581494127,3.91227953280704,0
1,"n",4.4,25119,49,"selected",41,524.255695556892,10792.7700142688,538.335356870245,41
2,"n",4.4,25119,49,"full",55,6438.9506654965,1046117.30359275,3033.10215795145,55
2,"n",4.4,25119,49,"trimmed",55,6438.9506654965,1046117.30359275,3033.10215795145,55
2,"n",4.4,25119,49,"truth",7,11.7003881759658,9.3621001400054,4.16511409215448,0
2,"n",4.4,25119,49,"selected",18,537.89888366106,16543.0919261296,39.3811596880986,15
3,"n",4.4,25119,49,"full",55,3117.87953964989,281291.658101986,2294.4811176759,55
3,"n",4.4,25119,49,"trimmed",55,3117.87953964989,281291.658101986,2294.4811176759,55
3,"n",4.4,25119,49,"truth",7,11.3610825328793,8.97257794121793,4.07253772681505,0
3,"n",4.4,25119,49,"selected",16,160.856818174323,1529.99660128879,62.9355348018529,14
4,"n",4.4,25119,49,"full",55,6424.9745677208,1041521.87612125,4077.90044172482,55
4,"n",4.4,25119,49,"trimmed",55,6424.9745677208,1041521.87612125,4077.90044172482,55
4,"n",4.4,25119,49,"truth",7,11.6476976834486,9.27240130431419,4.15189255012762,0
4,"n",4.4,25119,49,"selected",12,137.951056287862,1137.22512585032,75.2726369197153,10
5,"n",4.4,25119,49,"full",55,4898.84925891054,644180.185202812,5476.2344651041,55
5,"n",4.4,25119,49,"trimmed",55,4898.84925891054,644180.185202812,5476.2344651041,55
5,"n",4.4,25119,49,"truth",7,11.5161864517636,9.29645539160648,4.07482425494298,0
5,"n",4.4,25119,49,"selected",22,421.328471470724,8139.49752864079,140.232840233991,18
6,"n",4.4,25119,49,"full",55,4876.23450116861,608038.293224804,612.533442063405,55
6,"n",4.4,25119,49,"trimmed",55,4876.23450116861,608038.293224804,612.533442063405,55
6,"n",4.4,25119,49,"truth",7,11.0315387558517,8.27503214963274,4.01633690959159,0
6,"n",4.4,25119,49,"selected",13,338.60905450086,6955.57331022388,10.9095140937929,10
7,"n",4.4,25119,49,"full",55,2834.40566213383,217300.668908722,693.758086302135,55
7,"n",4.4,25119,49,"trimmed",55,2834.40566213383,217300.668908722,693.758086302135,55
7,"n",4.4,25119,49,"truth",7,11.0710593814417,8.81503469571025,3.82585169352218,0
7,"n",4.4,25119,49,"selected",31,518.009705498882,10106.1593568391,183.281483829355,25
8,"n",4.4,25119,49,"full",55,4499.54304806892,549459.429321259,6141.86776721453,55
8,"n",4.4,25119,49,"trimmed",55,4499.54304806892,549459.429321259,6141.86776721453,55
8,"n",4.4,25119,49,"truth",7,11.4358933128746,9.21987333045918,3.97067239939558,0
8,"n",4.4,25119,49,"selected",14,153.678965089639,790.43300394121,125.908265923842,13
9,"n",4.4,25119,49,"full",55,1052.73038308235,31353.3238593157,1769.55995507039,55
9,"n",4.4,25119,49,"trimmed",55,1052.73038308235,31353.3238593157,1769.55995507039,55
9,"n",4.4,25119,49,"truth",7,10.2398629539136,7.97124463682811,3.73573338529184,0
9,"n",4.4,25119,49,"selected",34,669.664705236259,19677.474045602,228.25577361526,31
0,"n",4.2,15849,49,"full",55,2626.63323642904,189358.172659214,421.691861547642,55
0,"n",4.2,15849,49,"trimmed",55,2626.63323642904,189358.172659214,421.691861547642,55
0,"n",4.2,15849,49,"truth",7,10.962553052742,8.49697881591519,3.80760112366353,0
0,"n",4.2,15849,49,"selected",10,274.598227818679,5450.30226866168,7.02401902533921,4
1,"n",4.2,15849,49,"full",55,1083.47325459809,36872.2434415284,2191.63677127455,55
1,"n",4.2,15849,49,"trimmed",55,1083.47325459809,36872.2434415284,2191.63677127455,55
1,"n",4.2,15849,49,"truth",7,9.88988889112329,7.72014020312706,3.71384886422423,0
1,"n",4.2,15849,49,"selected",36,250.737956575738,2273.76179569787,257.124707819538,35
2,"n",4.2,15849,49,"full",55,5114.44315289836,669850.379153592,2009.10018375785,55
2,"n",4.2,15849,49,"trimmed",55,5114.44315289836,669850.379153592,2009.10018375785,55
2,"n",4.2,15849,49,"truth",7,11.471792062782,9.19635730724772,4.05675854675405,0
2,"n",4.2,15849,49,"selected",19,449.170644125917,11173.0420893829,30.0300706776916,14
3,"n",4.2,15849,49,"full",55,2500.64128476456,185614.921760077,1542.96334282297,55
3,"n",4.2,15849,49,"trimmed",55,2500.64128476456,185614.921760077,1542.96334282297,55
3,"n",4.2,15849,49,"truth",7,10.8972633297043,8.53872160125386,3.91935091873432,0
3,"n",4.2,15849,49,"selected",18,137.963008187314,1123.73053852079,85.7293678133359,16
4,"n",4.2,15849,49,"full",55,5105.17372424244,667520.736818393,2668.32309448129,55
4,"n",4.2,15849,49,"trimmed",55,5105.17372424244,667520.736818393,2668.32309448129,55
4,"n",4.2,15849,49,"truth",7,11.4771453538418,9.15485969822745,4.04649036930976,0
4,"n",4.2,15849,49,"selected",13,134.244244982823,993.679745950757,38.0073246363021,11
5,"n",4.2,15849,49,"full",55,3931.57684899933,420697.297547314,3570.54566053324,55
5,"n",4.2,15849,49,"trimmed",55,3931.57684899933,420697.297547314,3570.54566053324,55
5,"n",4.2,15849,49,"truth",7,11.3091201492517,9.11241194615886,3.95110541360333,0
5,"n",4.2,15849,49,"selected",15,126.754799460588,687.713932883242,149.86684635247,13
6,"n",4.2,15849,49,"full",55,3857.74990159434,394248.646705954,411.342128698944,55
6,"n",4.2,15849,49,"trimmed",55,3857.74990159434,394248.646705954,411.342128698944,55
6,"n",4.2,15849,49,"truth",7,10.9218012429334,7.85347778698015,4.02891675605864,0
6,"n",4.2,15849,49,"selected",11,292.00707103619,5372.58680457972,9.19519127122256,4
7,"n",4.2,15849,49,"full",55,2227.04789581523,141531.847325792,459.043962421478,55
7,"n",4.2,15849,49,"trimmed",55,2227.04789581523,141531.847325792,459.043962421478,55
7,"n",4.2,15849,49,"truth",7,10.9033148788509,8.61359657793053,3.69544534833107,0
7,"n",4.2,15849,49,"selected",27,401.423486392035,6547.92844456138,103.504981727226,22
8,"n",4.2,15849,49,"full",55,3599.59831462046,358906.818281506,4045.74829600712,55
8,"n",4.2,15849,49,"trimmed",55,3599.59831462046,358906.818281506,4045.74829600712,55
8,"n",4.2,15849,49,"truth",7,11.2324985105491,9.02290881861556,3.84613812182932,0
8,"n",4.2,15849,49,"selected",25,429.822615242614,8044.18071705461,160.737177731483,21
9,"n",4.2,15849,49,"full",55,867.511403712028,22498.1391368088,1186.77820035005,55
9,"n",4.2,15849,49,"trimmed",55,867.511403712028,22498.1391368088,1186.77820035005,55
9,"n",4.2,15849,49,"truth",7,9.67989587131815,7.55305367493436,3.47204550552171,0
9,"n",4.2,15849,49,"selected",34,581.497629744011,14784.582098119,198.647261222527,29
0,"n",4,10000,49,"full",55,2082.91393082979,125768.942029525,279.906338215671,55
0,"n",4,10000,49,"trimmed",55,2082.91393082979,125768.942029525,279.906338215671,55
0,"n",4,10000,49,"truth",7,10.7883119696195,8.21512108496844,3.61764656652719,0
0,"n",4,10000,49,"selected",9,243.264117280219,4265.21034180049,4.44686683117069,4
1,"n",4,10000,49,"full",55,909.910535030388,27480.5560393332,1418.85202957086,55
1,"n",4,10000,49,"trimmed",55,909.910535030388,27480.5560393332,1418.85202957086,55
1,"n",4,10000,49,"truth",7,9.43229629902247,7.4190169887563,3.46856524500277,0
1,"n",4,10000,49,"selected",38,232.998720333408,1725.99329856044,142.623560058369,34
2,"n",4,10000,49,"full",55,4091.77245490768,437485.849965255,1333.12231489703,55
2,"n",4,10000,49,"trimmed",55,4091.77245490768,437485.849965255,1333.12231489703,55
2,"n",4,10000,49,"truth",7,11.1697831341008,8.84779204316008,3.92936762263745,0
2,"n",4,10000,49,"selected",40,876.269184532624,28001.7179527832,362.943404410045,40
3,"n",4,10000,49,"full",55,2058.47655903594,130160.591410384,1096.30567802574,55
3,"n",4,10000,49,"trimmed",55,2058.47655903594,130160.591410384,1096.30567802574,55
3,"n",4,10000,49,"truth",7,10.5028319886446,8.19608055303883,3.71631444827557,0
3,"n",4,10000,49,"selected",15,54.5750432480974,146.852605288545,31.2555845396618,14
4,"n",4,10000,49,"full",55,4042.4027940549,430322.565883041,1794.32446252002,55
4,"n",4,10000,49,"trimmed",55,4042.4027940549,430322.565883041,1794.32446252002,55
4,"n",4,10000,49,"truth",7,11.1969251821912,8.84812197676101,3.92608970246717,0
4,"n",4,10000,49,"selected",14,113.197447851044,617.543097971572,43.8631207606448,10
5,"n",4,10000,49,"full",55,3147.86071909311,278264.707520103,2372.40007911011,55
5,"n",4,10000,49,"trimmed",55,3147.86071909311,278264.707520103,2372.40007911011,55
5,"n",4,10000,49,"truth",7,10.9384931896193,8.87365365269056,3.75917859700551,0
5,"n",4,10000,49,"selected",16,298.376782396684,4505.85356168272,152.804593584116,15
6,"n",4,10000,49,"full",55,2969.68581395289,250904.398142421,279.956702967213,55
6,"n",4,10000,49,"trimmed",34,495.936866069276,11494.1501558734,47.5876488929753,33
6,"n",4,10000,49,"truth",7,11.017304654609,7.50184532108505,3.96848634126326,0
6,"n",4,10000,49,"selected",10,268.23509382454,5186.17863477578,5.85076493209443,4
7,"n",4,10000,49,"full",55,1732.81136767568,94196.6780202704,310.200565744353,55
7,"n",4,10000,49,"trimmed",55,1732.81136767568,94196.6780202704,310.200565744353,55
7,"n",4,10000,49,"truth",7,10.6679723167249,8.41206847484772,3.52782946232273,0
7,"n",4,10000,49,"selected",11,268.089346176564,4418.20170078385,34.9419139121659,8
8,"n",4,10000,49,"full",55,2859.1850878456,236179.448992927,2828.76884708822,55
8,"n",4,10000,49,"trimmed",55,2859.1850878456,236179.448992927,2828.76884708822,55
8,"n",4,10000,49,"truth",7,10.9018726160119,8.81114154885663,3.62834984727242,0
8,"n",4,10000,49,"selected",24,382.169481316054,6581.08278345103,114.447107926716,16
9,"n",4,10000,49,"full",55,726.691548007689,16989.0600161454,779.114848525847,55
9,"n",4,10000,49,"trimmed",34,177.672192294546,1453.18616055994,91.690151529773,34
9,"n",4,10000,49,"truth",7,9.12899678735936,7.14228631920128,3.14561562739483,0
9,"n",4,10000,49,"selected",9,23.0794617752534,42.228636647415,7.64453167472145,4
0,"n",3.8,6310,49,"full",55,1635.82268880686,83977.8598152043,199.139576211946,55
0,"n",3.8,6310,49,"trimmed",55,1635.82268880686,83977.8598152043,199.139576211946,55
0,"n",3.8,6310,49,"truth",7,10.6615232962596,7.85263123057874,3.53997584055534,0
0,"n",3.8,6310,49,"selected",9,217.867813137506,3460.86280785208,4.41473724686016,4
1,"n",3.8,6310,49,"full",55,783.100211212978,21011.4258816911,964.433697342704,55
1,"n",3.8,6310,49,"trimmed",34,171.346879348475,1282.87988682308,89.166157063793,34
1,"n",3.8,6310,49,"truth",7,9.07868749626519,7.24928919603596,3.34701216879481,0
1,"n",3.8,6310,49,"selected",8,14.1298482760746,20.172707198298,5.13779135015356,2
2,"n",3.8,6310,49,"full",55,3305.73515351217,295927.554894115,915.681258867648,55
2,"n",3.8,6310,49,"trimmed",55,3305.73515351217,295927.554894115,915.681258867648,55
2,"n",3.8,6310,49,"truth",7,11.0152808847794,8.70606519827919,3.76070993201645,0
2,"n",3.8,6310,49,"selected",39,543.592210184205,11091.0233304141,206.49401934851,38
3,"n",3.8,6310,49,"full",55,1725.23233941108,92573.8861298854,821.738999852986,55
3,"n",3.8,6310,49,"trimmed",55,1725.23233941108,92573.8861298854,821.738999852986,55
3,"n",3.8,6310,49,"truth",7,10.1013364536802,7.81529253306772,3.61559094819948,0
3,"n",3.8,6310,49,"selected",11,34.2382423756393,65.5646060587903,28.2204149852769,7
4,"n",3.8,6310,49,"full",55,3187.21714559136,276864.953211299,1214.18838456483,55
4,"n",3.8,6310,49,"trimmed",55,3187.21714559136,276864.953211299,1214.18838456483,55
4,"n",3.8,6310,49,"truth",7,10.9441198185585,8.46861490033479,3.79200170031704,0
4,"n",3.8,6310,49,"selected",14,313.843969321156,5591.37364470163,53.1421887425131,9
5,"n",3.8,6310,49,"full",55,2509.44196672197,186584.651001365,1556.44739322873,55
5,"n",3.8,6310,49,"trimmed",55,2509.44196672197,186584.651001365,1556.44739322873,55
5,"n",3.8,6310,49,"truth",7,10.5364850106919,8.67590836591194,3.49957663698771,0
5,"n",3.8,6310,49,"selected",18,283.840614601503,4068.26951934274,85.430866406259,15
6,"n",3.8,6310,49,"full",55,2174.82174155404,150156.793016081,176.223405934965,55
6,"n",3.8,6310,49,"trimmed",34,381.538469804104,7301.27504926718,33.1267666444786,31
6,"n",3.8,6310,49,"truth",7,11.4825769189543,7.1572389010048,4.06045112657492,0
6,"n",3.8,6310,49,"selected",9,235.276750624316,4002.56954804782,5.45924563124073,4
7,"n",3.8,6310,49,"full",55,1340.88202917043,65188.1384489188,210.68234531499,55
7,"n",3.8,6310,49,"trimmed",55,1340.88202917043,65188.1384489188,210.68234531499,55
7,"n",3.8,6310,49,"truth",7,10.4935912878688,8.21283484149082,3.51203837949287,0
7,"n",3.8,6310,49,"selected",14,266.078946592441,3839.33189927128,50.404036526604,10
8,"n",3.8,6310,49,"full",55,2253.41930822101,157898.430289979,1893.7987851858,55
8,"n",3.8,6310,49,"trimmed",34,412.896847465524,8451.79346269904,271.334683299995,34
8,"n",3.8,6310,49,"truth",7,10.5220006060163,8.61579899737576,3.38763327712041,0
8,"n",3.8,6310,49,"selected",7,10.5220006060163,8.61579899737576,3.38763327712041,0
9,"n",3.8,6310,49,"full",55,617.173576757927,13668.904328192,515.986416405394,55
9,"n",3.8,6310,49,"trimmed",34,150.31884820387,1132.28753319421,67.0696911910787,32
9,"n",3.8,6310,49,"truth",7,8.8198145143243,7.08246029045731,2.74628289754672,0
9,"n",3.8,6310,49,"selected",7,8.81981451432434,7.08246029045731,2.74628289754672,0
0,"snr",3.69897000433602,5000,1,"full",55,237.079145957943,2757.57163967329,31.0467416436681,50
0,"snr",3.69897000433602,5000,1,"trimmed",9,7.32730410088023,5.00432138941856,2.05836756318038,0
0,"snr",3.69897000433602,5000,1,"truth",7,7.91568481927602,4.85011191548587,2.69948629538124,0
0,"snr",3.69897000433602,5000,1,"selected",2,2.57694447449352,1.00031710241259,1.00031710241259,0
0,"snr",3.69897000433602,5000,5,"full",55,400.231624671346,6736.98413072548,55.0887679796212,55
0,"snr",3.69897000433602,5000,5,"trimmed",55,400.231624671346,6736.98413072548,55.0887679796212,55
0,"snr",3.69897000433602,5000,5,"truth",7,8.91677463085444,5.74962457433627,3.47707479979816,0
0,"snr",3.69897000433602,5000,5,"selected",12,9.67234975256099,10.0846794571234,2.9346434495619,1
0,"snr",3.69897000433602,5000,10,"full",55,681.7018358669,17500.1271507824,83.4124138357785,55
0,"snr",3.69897000433602,5000,10,"trimmed",55,681.7018358669,17500.1271507824,83.4124138357785,55
0,"snr",3.69897000433602,5000,10,"truth",7,9.54316457035184,6.6638611062956,3.51213780996845,0
0,"snr",3.69897000433602,5000,10,"selected",10,19.6640436918954,27.0824643134005,7.36425566248891,2
0,"snr",3.69897000433602,5000,15,"full",55,1047.50406282205,39984.6967988342,120.002530298681,55
0,"snr",3.69897000433602,5000,15,"trimmed",55,1047.50406282205,39984.6967988342,120.002530298681,55
0,"snr",3.69897000433602,5000,15,"truth",7,10.0691097323773,7.21487832617003,3.67251286054994,0
0,"snr",3.69897000433602,5000,15,"selected",14,28.6667088329795,66.5411606292741,8.9296234898789,6
0,"snr",3.69897000433602,5000,20,"full",55,1176.30693792628,49473.7210489273,151.310131866951,55
0,"snr",3.69897000433602,5000,20,"trimmed",34,250.477142324205,3420.02805420124,29.9270529615979,31
0,"snr",3.69897000433602,5000,20,"truth",7,10.1708504996034,7.3263278289344,3.70494631984188,0
0,"snr",3.69897000433602,5000,20,"selected",9,16.9302614939742,16.4753142149836,8.10279346927319,4
0,"snr",3.69897000433602,5000,25,"full",55,1322.15369736422,61268.5382995615,157.387366432956,55
0,"snr",3.69897000433602,5000,25,"trimmed",55,1322.15369736422,61268.5382995615,157.387366432956,55
0,"snr",3.69897000433602,5000,25,"truth",7,10.2006386787904,7.34281936542369,3.70840662338637,0
0,"snr",3.69897000433602,5000,25,"selected",7,10.8400193020531,7.36861213188557,3.79358978259548,0
0,"snr",3.69897000433602,5000,30,"full",55,1359.67963948537,64433.2290865759,160.415865899147,55
0,"snr",3.69897000433602,5000,30,"trimmed",55,1359.67963948537,64433.2290865759,160.415865899147,55
0,"snr",3.69897000433602,5000,30,"truth",7,10.202753895609,7.37215641644066,3.72635166883276,0
0,"snr",3.69897000433602,5000,30,"selected",12,69.5011541492381,346.683773849181,5.35205496270252,5
0,"snr",3.69897000433602,5000,35,"full",55,1378.01515007178,65985.8303695748,160.938041002404,55
0,"snr",3.69897000433602,5000,35,"trimmed",34,275.577384295978,4078.51304808873,31.2358902058068,33
0,"snr",3.69897000433602,5000,35,"truth",7,10.225337594389,7.39910082681879,3.71826991791388,0
0,"snr",3.69897000433602,5000,35,"selected",13,56.6824783608361,203.303958523141,11.3215599446901,7
0,"snr",3.69897000433602,5000,40,"full",55,1382.74844968627,66384.3835706962,159.594165758257,55
0,"snr",3.69897000433602,5000,40,"trimmed",34,276.114772914115,4094.34627739952,31.5348703959419,33
0,"snr",3.69897000433602,5000,40,"truth",7,10.2249568997501,7.39352097800809,3.7324991966556,0
0,"snr",3.69897000433602,5000,40,"selected",11,213.793125675859,3034.26529908521,27.0988461225098,8
0,"snr",3.69897000433602,5000,45,"full",55,1382.13823432043,66393.8915736589,160.834812733583,55
0,"snr",3.69897000433602,5000,45,"trimmed",34,276.207034103765,4098.43695126767,31.4240481396187,33
0,"snr",3.69897000433602,5000,45,"truth",7,10.2217008783372,7.39065802631621,3.72481558091972,0
0,"snr",3.69897000433602,5000,45,"selected",10,208.816750041714,3025.64555546774,27.2412603711693,6
0,"snr",3.69897000433602,5000,50,"full",55,1383.35894416967,66460.6427797365,160.719112322577,55
0,"snr",3.69897000433602,5000,50,"trimmed",34,276.274573201687,4099.26193395864,31.4913161250273,33
0,"snr",3.69897000433602,5000,50,"truth",7,10.2241243894379,7.39557681459852,3.72602444249015,0
0,"snr",3.69897000433602,5000,50,"selected",10,208.850839049109,3026.46761948726,27.2469424877957,6
0,"snr",3.69897000433602,5000,55,"full",55,1383.04066011778,66422.8613961403,160.750806973633,55
0,"snr",3.69897000433602,5000,55,"trimmed",34,276.235532046702,4097.83267314069,31.5312113807019,33
0,"snr",3.69897000433602,5000,55,"truth",7,10.2238567432647,7.39459831739987,3.72692810586419,0
0,"snr",3.69897000433602,5000,55,"selected",10,208.773594950201,3024.19867997694,27.2395795725392,6
0,"snr",3.69897000433602,5000,60,"full",55,1382.52150396918,66390.1131754863,160.671857317443,55
0,"snr",3.69897000433602,5000,60,"trimmed",55,1382.52150396918,66390.1131754863,160.671857317443,55
0,"snr",3.69897000433602,5000,60,"truth",7,10.2247496900445,7.39551297085988,3.72635341262822,0
0,"snr",3.69897000433602,5000,60,"selected",9,196.138121090684,2915.96034328627,4.13571036850591,4
0,"snr",3.69897000433602,5000,Inf,"full",55,1382.77761849359,66408.48672081,160.625906236579,55
0,"snr",3.69897000433602,5000,Inf,"trimmed",55,1382.77761849359,66408.48672081,160.625906236579,55
0,"snr",3.69897000433602,5000,Inf,"truth",7,10.2243251896109,7.39500234311974,3.72645970370737,0
0,"snr",3.69897000433602,5000,Inf,"selected",15,217.98979486395,3178.97162251213,11.7674049762206,8
1,"snr",3.69897000433602,5000,1,"full",55,123.159091403935,677.866244670442,28.847803749124,53
1,"snr",3.69897000433602,5000,1,"trimmed",55,123.159091403935,677.866244670442,28.847803749124,53
1,"snr",3.69897000433602,5000,1,"truth",7,6.185751970475,4.3282698890944,2.04920017473926,0
1,"snr",3.69897000433602,5000,1,"selected",4,2.60877230084921,1.96520177442961,1.47513045974344,0
1,"snr",3.69897000433602,5000,5,"full",55,129.423590113926,626.581156946583,42.3716571510589,55
1,"snr",3.69897000433602,5000,5,"trimmed",34,45.1200024442073,114.770968687719,14.2537009091338,27
1,"snr",3.69897000433602,5000,5,"truth",7,7.12750896553749,5.20807163469588,2.65929630602237,0
1,"snr",3.69897000433602,5000,5,"selected",4,3.05233652166672,1.90621812748624,1.3729309349321,0
1,"snr",3.69897000433602,5000,10,"full",55,279.401837734107,3035.18631889402,90.5735973307354,55
1,"snr",3.69897000433602,5000,10,"trimmed",9,7.25422348091693,5.45227750384737,2.11144086534883,0
1,"snr",3.69897000433602,5000,10,"truth",7,7.96118254979053,6.2786260879004,3.09157568054695,0
1,"snr",3.69897000433602,5000,10,"selected",4,7.16095579512491,5.37936871386033,3.15093703839751,0
1,"snr",3.69897000433602,5000,15,"full",55,408.475789318233,6154.52341358919,155.277762047265,55
1,"snr",3.69897000433602,5000,15,"trimmed",55,408.475789318233,6154.52341358919,155.277762047265,55
1,"snr",3.69897000433602,5000,15,"truth",7,8.32534986522598,6.71789210200561,2.84717779951762,0
1,"snr",3.69897000433602,5000,15,"selected",12,6.8494661470399,6.66201502634132,2.70888680805754,0
1,"snr",3.69897000433602,5000,20,"full",55,538.167169667284,11065.7995852686,278.974262821993,55
1,"snr",3.69897000433602,5000,20,"trimmed",55,538.167169667284,11065.7995852686,278.974262821993,55
1,"snr",3.69897000433602,5000,20,"truth",7,8.6131447746185,7.12047330508625,2.96010665438218,0
1,"snr",3.69897000433602,5000,20,"selected",8,6.9315698802556,4.40506682030388,2.28208085418324,0
1,"snr",3.69897000433602,5000,25,"full",55,642.438414300881,15444.6835927262,460.447220658558,55
1,"snr",3.69897000433602,5000,25,"trimmed",55,642.438414300881,15444.6835927262,460.447220658558,55
1,"snr",3.69897000433602,5000,25,"truth",7,8.69558504042547,7.21485474362174,3.03506491872341,0
1,"snr",3.69897000433602,5000,25,"selected",7,6.63395869223044,4.50917472168315,2.37962282534223,0
1,"snr",3.69897000433602,5000,30,"full",55,687.048872282709,17758.8701646591,648.458203836721,55
1,"snr",3.69897000433602,5000,30,"trimmed",34,151.012650175368,1108.39195643223,73.0413667910922,34
1,"snr",3.69897000433602,5000,30,"truth",7,8.69019145245973,7.21135744228416,2.98345091843178,0
1,"snr",3.69897000433602,5000,30,"selected",11,16.152764388822,22.7127823861262,7.00248020470839,4
1,"snr",3.69897000433602,5000,35,"full",55,697.080915132182,18218.0944150163,688.851578288366,55
1,"snr",3.69897000433602,5000,35,"trimmed",34,152.402008481588,1120.73164387987,74.6680476579305,34
1,"snr",3.69897000433602,5000,35,"truth",7,8.6803365704158,7.19935907063653,2.98695166870362,0
1,"snr",3.69897000433602,5000,35,"selected",15,18.1264152226149,28.9771349095636,6.69482903896146,6
1,"snr",3.69897000433602,5000,40,"full",55,704.425631058868,18555.3455620662,726.925957710895,55
1,"snr",3.69897000433602,5000,40,"trimmed",34,153.798264368348,1139.62634981239,75.2452542350121,34
1,"snr",3.69897000433602,5000,40,"truth",7,8.69209366115136,7.21226700531664,2.99840568979199,0
1,"snr",3.69897000433602,5000,40,"selected",10,23.8574746089373,33.6873903583583,7.13266059150823,4
1,"snr",3.69897000433602,5000,45,"full",55,706.18496230159,18658.7330387123,757.738938009947,55
1,"snr",3.69897000433602,5000,45,"trimmed",55,706.18496230159,18658.7330387123,757.738938009947,55
1,"snr",3.69897000433602,5000,45,"truth",7,8.68804903684475,7.2055387535475,2.99738760470703,0
1,"snr",3.69897000433602,5000,45,"selected",33,140.777129256752,870.141388151905,53.251121723534,27
1,"snr",3.69897000433602,5000,50,"full",55,706.173611108021,18657.7899280367,758.621699428339,55
1,"snr",3.69897000433602,5000,50,"trimmed",34,154.118911926428,1143.58700374323,75.3752297224789,34
1,"snr",3.69897000433602,5000,50,"truth",7,8.68824489368233,7.20551851307696,2.99765244536768,0
1,"snr",3.69897000433602,5000,50,"selected",22,41.0959036136205,64.484014208501,14.8005130043509,13
1,"snr",3.69897000433602,5000,55,"full",55,707.068166847689,18706.886178172,756.703646740165,55
1,"snr",3.69897000433602,5000,55,"trimmed",34,154.232702459525,1145.42756611307,75.3696474087135,34
1,"snr",3.69897000433602,5000,55,"truth",7,8.68925606199805,7.20729448276323,2.99738378379472,0
1,"snr",3.69897000433602,5000,55,"selected",18,35.6972185560413,51.8636336693348,15.8428436324478,12
1,"snr",3.69897000433602,5000,60,"full",55,707.092217862071,18703.3960151187,759.939825580953,55
1,"snr",3.69897000433602,5000,60,"trimmed",34,154.209026140364,1144.63475436644,75.3737781812564,34
1,"snr",3.69897000433602,5000,60,"truth",7,8.68879018707965,7.206732044573,2.99802737150635,0
1,"snr",3.69897000433602,5000,60,"selected",19,40.5015556093903,63.0730214330405,18.0457407003891,13
1,"snr",3.69897000433602,5000,Inf,"full",55,707.220097516269,18708.2430296239,760.796117850239,55
1,"snr",3.69897000433602,5000,Inf,"trimmed",55,707.220097516269,18708.2430296239,760.796117850239,55
1,"snr",3.69897000433602,5000,Inf,"truth",7,8.68899255450133,7.20707301227663,2.99812570480097,0
1,"snr",3.69897000433602,5000,Inf,"selected",51,669.591735696888,18020.125755698,509.053578983739,51
2,"snr",3.69897000433602,5000,1,"full",55,178.455176012589,1377.56980612616,30.6176974275747,51
2,"snr",3.69897000433602,5000,1,"trimmed",55,178.455176012589,1377.56980612616,30.6176974275747,51
2,"snr",3.69897000433602,5000,1,"truth",7,7.3877119575056,4.94982289683131,2.30176677858908,0
2,"snr",3.69897000433602,5000,5,"full",55,436.581213158845,7121.03790343947,58.4171627753918,55
2,"snr",3.69897000433602,5000,5,"trimmed",55,436.581213158845,7121.03790343947,58.4171627753918,55
2,"snr",3.69897000433602,5000,5,"truth",7,8.78114090840402,6.04526414352789,3.16633588469059,0
2,"snr",3.69897000433602,5000,5,"selected",6,8.20307424713995,14.2299306823952,3.14829714249048,2
2,"snr",3.69897000433602,5000,10,"full",55,1065.64503917816,34905.6749676623,140.092791724019,55
