"trial","sweep","log10n","n","snr","trimmed_p","trimmed_max_degree","selected","selected_intercept","screen_exact_truth","truth_in_selected","seconds"
7,"snr",3.69897000433602,5000,5,55,5,"x3;x1 x2;x1 x2^2;x1^2 x3;x2^2 x3;x1 x2^3;x1^3 x2^2",FALSE,FALSE,FALSE,2.81106925010681
7,"snr",3.69897000433602,5000,10,9,2,"x3;x1^2;x2^2;x3^2",TRUE,FALSE,FALSE,2.20915842056274
7,"snr",3.69897000433602,5000,15,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1 x2^2 x3",TRUE,FALSE,FALSE,2.65707445144653
7,"snr",3.69897000433602,5000,20,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3",TRUE,FALSE,FALSE,2.50929260253906
7,"snr",3.69897000433602,5000,25,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3",TRUE,FALSE,FALSE,2.49270939826965
7,"snr",3.69897000433602,5000,30,34,4,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1^2 x3^2;x3^4",TRUE,FALSE,TRUE,2.60118842124939
7,"snr",3.69897000433602,5000,35,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2",TRUE,FALSE,TRUE,2.53139615058899
7,"snr",3.69897000433602,5000,40,34,4,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x1^3 x3;x3^4",TRUE,FALSE,TRUE,2.67625665664673
7,"snr",3.69897000433602,5000,45,34,4,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x3^4",TRUE,FALSE,TRUE,2.73870182037354
7,"snr",3.69897000433602,5000,50,34,4,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x3^4",TRUE,FALSE,TRUE,2.72336411476135
7,"snr",3.69897000433602,5000,55,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x1^3 x3;x1^2 x3^2",TRUE,FALSE,TRUE,2.87451386451721
7,"snr",3.69897000433602,5000,60,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2",TRUE,FALSE,TRUE,2.7513644695282
7,"snr",3.69897000433602,5000,Inf,55,5,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3",TRUE,FALSE,TRUE,2.39303374290466
8,"snr",3.69897000433602,5000,1,19,3,"x1 x2 x3",FALSE,FALSE,FALSE,2.40516304969788
8,"snr",3.69897000433602,5000,5,55,5,"x1 x3;x1^2 x3;x2^4;x1 x2^2 x3;x2^2 x3^2;x1^2 x2^3",TRUE,FALSE,FALSE,2.74057793617249
8,"snr",3.69897000433602,5000,10,55,5,"x3;x1^2;x2^2;x1^2 x3;x1 x2 x3;x2^2 x3;x3^3;x1^2 x2^2;x1^2 x2 x3;x1^3 x2^2;x1^3 x2 x3;x1^2 x2^2 x3;x2^4 x3;x1^2 x2 x3^2;x1 x2^2 x3^2",TRUE,FALSE,FALSE,2.74502468109131
8,"snr",3.69897000433602,5000,15,55,5,"x3;x1^2;x2^2;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1^2 x2^2 x3;x1^2 x2 x3^2;x1 x2^2 x3^2",TRUE,FALSE,FALSE,2.87991976737976
8,"snr",3.69897000433602,5000,20,55,5,"x3;x1^2;x2^2;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^2 x2^2 x3",TRUE,FALSE,FALSE,2.86715173721313
8,"snr",3.69897000433602,5000,25,34,4,"x3;x1^2;x2^2;x1^2 x3;x3^3;x2^2 x3^2",TRUE,FALSE,FALSE,2.54693222045898
8,"snr",3.69897000433602,5000,30,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^2 x2^2;x1^3 x3",TRUE,FALSE,TRUE,2.59608840942383
8,"snr",3.69897000433602,5000,35,55,5,"x3;x1^2;x2^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^2 x2^2 x3;x2^4 x3",TRUE,FALSE,FALSE,2.91722178459167
8,"snr",3.69897000433602,5000,40,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3",TRUE,TRUE,TRUE,2.70937824249268
8,"snr",3.69897000433602,5000,45,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3",TRUE,TRUE,TRUE,2.73611998558044
8,"snr",3.69897000433602,5000,50,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3",TRUE,TRUE,TRUE,2.52466940879822
8,"snr",3.69897000433602,5000,55,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3",TRUE,TRUE,TRUE,2.73532247543335
8,"snr",3.69897000433602,5000,60,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x2^2 x3^2",TRUE,FALSE,TRUE,2.75207257270813
8,"snr",3.69897000433602,5000,Inf,55,5,"x3;x1^2;x2^2;x2 x3;x3^2;x1^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x3^4;x1^2 x2^3;x1^4 x3;x1^2 x2^2 x3;x2^4 x3",TRUE,FALSE,FALSE,2.36160111427307
9,"snr",3.69897000433602,5000,1,55,5,"",TRUE,FALSE,FALSE,2.58059430122375
9,"snr",3.69897000433602,5000,5,55,5,"x1^2;x1^2 x2;x1 x2^2;x2^3;x1 x2 x3;x1^2 x2^2;x1 x2^2 x3;x1 x2 x3^2;x1^4 x2;x1^3 x2^2;x1 x2^4;x1^2 x2^2 x3;x1 x2^2 x3^2;x1 x2 x3^3",FALSE,FALSE,FALSE,2.64732909202576
9,"snr",3.69897000433602,5000,10,9,2,"x3;x1^2;x2^2;x3^2",TRUE,FALSE,FALSE,2.14312863349915
9,"snr",3.69897000433602,5000,15,55,5,"x3;x1^2;x2^2;x1^2 x3;x1^2 x2^2;x2^2 x3^2;x3^4;x1^2 x2^3;x1^2 x2^2 x3;x1^3 x3^2;x1^2 x2 x3^2",TRUE,FALSE,FALSE,2.65160179138184
9,"snr",3.69897000433602,5000,20,55,5,"x3;x1^2;x2^2;x1^2 x2^2;x1^2 x3^2;x2^2 x3^2;x3^4",TRUE,FALSE,FALSE,2.74172067642212
9,"snr",3.69897000433602,5000,25,55,5,"x3;x1^2;x2^2;x1^2 x3^2;x2^2 x3^2;x3^4;x1^2 x2^2 x3",TRUE,FALSE,FALSE,2.72451877593994
9,"snr",3.69897000433602,5000,30,55,5,"x3;x1^2;x2^2;x3^2;x1^4;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^2 x2^3;x1^2 x2^2 x3",TRUE,FALSE,FALSE,2.80822038650513
9,"snr",3.69897000433602,5000,35,55,5,"x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1^2 x2 x3;x1^2 x3^2;x2^2 x3^2;x2 x3^3;x3^4;x1^4 x2;x1^3 x2^2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^2 x2 x3^2;x1 x2^2 x3^2;x2^3 x3^2;x1^2 x3^3;x2^2 x3^3",TRUE,FALSE,FALSE,3.04781460762024
9,"snr",3.69897000433602,5000,40,55,5,"x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x2^2 x3;x2 x3^2;x3^3;x1^3 x2;x2^4;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x2 x3^3;x3^4;x1^5;x1^2 x2^3;x1^4 x3;x1^3 x2 x3;x1^2 x2^2 x3;x2^4 x3;x1^3 x3^2;x1^2 x3^3;x2^2 x3^3;x1 x3^4",TRUE,FALSE,FALSE,3.29952597618103
9,"snr",3.69897000433602,5000,45,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^3 x3;x1^2 x3^2",TRUE,FALSE,TRUE,2.58619689941406
9,"snr",3.69897000433602,5000,50,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1^2 x3^2",TRUE,FALSE,TRUE,2.60923838615417
9,"snr",3.69897000433602,5000,55,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x1^2 x3^2",TRUE,FALSE,TRUE,2.50986170768738
9,"snr",3.69897000433602,5000,60,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1^2 x3^2",TRUE,FALSE,TRUE,2.43791651725769
9,"snr",3.69897000433602,5000,Inf,55,5,"x1;x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x2^2 x3;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x2 x3^3;x3^4;x1^4 x2;x1^2 x2^3;x1 x2^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^3 x3^2;x1^2 x3^3;x2^2 x3^3;x1 x3^4",TRUE,FALSE,FALSE,2.4682445526123
10,"snr",3.69897000433602,5000,1,9,2,"x1;x1^2;x2^2;x1 x3",TRUE,FALSE,FALSE,2.22634792327881
10,"snr",3.69897000433602,5000,5,9,2,"x1^2",FALSE,FALSE,FALSE,2.21403026580811
10,"snr",3.69897000433602,5000,10,34,4,"x1^2 x2^2;x1^2 x2 x3",FALSE,FALSE,FALSE,2.2294807434082
10,"snr",3.69897000433602,5000,15,55,5,"x3;x1^2;x1^2 x2^2;x2^4;x1^2 x3^2;x2^2 x3^2;x1^2 x2^2 x3;x1^2 x2 x3^2",TRUE,FALSE,FALSE,2.68257236480713
10,"snr",3.69897000433602,5000,20,55,5,"x3;x1^2;x2^2;x3^2;x1^3;x1 x2^2;x1^4;x1^3 x2;x1^2 x2^2;x1 x2^3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^4 x2;x1 x2^4;x1^2 x2^2 x3",TRUE,FALSE,FALSE,2.76871466636658
10,"snr",3.69897000433602,5000,25,55,5,"x3;x1^2;x2^2;x1^2 x2;x3^3;x1^2 x2^2;x1 x2^2 x3;x1^2 x3^2;x1^4 x2;x1^2 x2^3;x1^2 x2^2 x3",TRUE,FALSE,FALSE,2.80970501899719
10,"snr",3.69897000433602,5000,30,55,5,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x1^2 x2 x3;x1^2 x2 x3^2",TRUE,FALSE,TRUE,2.73364973068237
10,"snr",3.69897000433602,5000,35,34,4,"x3;x1^2;x2^2;x1^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2",TRUE,FALSE,FALSE,2.54828810691833
10,"snr",3.69897000433602,5000,40,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3",TRUE,TRUE,TRUE,2.47814726829529
10,"snr",3.69897000433602,5000,45,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x2^2 x3^2",TRUE,FALSE,TRUE,2.62999868392944
10,"snr",3.69897000433602,5000,50,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3",TRUE,TRUE,TRUE,2.60551691055298
10,"snr",3.69897000433602,5000,55,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x2^2 x3^2",TRUE,FALSE,TRUE,2.57014489173889
10,"snr",3.69897000433602,5000,60,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2",TRUE,FALSE,TRUE,2.518061876297
10,"snr",3.69897000433602,5000,Inf,55,5,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x2 x3^3;x3^4;x1^5;x1 x2^4;x1^2 x2^2 x3;x1^2 x3^3;x2^2 x3^3",TRUE,FALSE,TRUE,2.23483467102051
11,"snr",3.69897000433602,5000,1,55,5,"",TRUE,FALSE,FALSE,2.27240324020386
11,"snr",3.69897000433602,5000,5,9,2,"x1^2",TRUE,FALSE,FALSE,1.91760897636414
11,"snr",3.69897000433602,5000,10,55,5,"x1^2 x3;x1^4 x3;x1^2 x2 x3^2",FALSE,FALSE,FALSE,2.43210220336914
11,"snr",3.69897000433602,5000,15,55,5,"x1^2 x2;x1^2 x3;x1 x2 x3;x1 x3^2;x1^4;x1^3 x2;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x1^3 x2 x3;x1 x2^3 x3;x1^3 x3^2;x1^2 x2 x3^2",FALSE,FALSE,FALSE,2.74440169334412
11,"snr",3.69897000433602,5000,20,34,4,"x3;x1^2;x2^2;x3^2;x1^2 x2;x1 x2 x3;x2^2 x3;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x1^3 x3;x1^2 x2 x3;x1 x2 x3^2",TRUE,FALSE,FALSE,2.02865624427795
11,"snr",3.69897000433602,5000,25,55,5,"x2;x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1^2 x2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x1 x2 x3^2;x1 x3^3;x1^5;x1^4 x2;x1^3 x2^2;x1^2 x2^3;x1 x2^4;x1^3 x2 x3;x1^2 x2^2 x3;x1 x2^3 x3;x1^3 x3^2;x1^2 x2 x3^2;x1 x2^2 x3^2;x2^3 x3^2;x1^2 x3^3;x1 x2 x3^3;x2^2 x3^3;x1 x3^4",TRUE,FALSE,TRUE,3.11724472045898
11,"snr",3.69897000433602,5000,30,34,4,"x3;x1^2;x2^2;x1 x3;x1^3;x1^2 x3;x2^2 x3;x3^3;x1^2 x3^2",TRUE,FALSE,FALSE,2.29496002197266
11,"snr",3.69897000433602,5000,35,55,5,"x3;x1^2;x2^2;x1^2 x2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x1^2 x2 x3",TRUE,FALSE,TRUE,2.48002147674561
11,"snr",3.69897000433602,5000,40,34,4,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x1 x2^2 x3",TRUE,FALSE,TRUE,2.29545927047729
11,"snr",3.69897000433602,5000,45,34,4,"x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x1 x2^2 x3;x1 x3^3;x3^4",TRUE,FALSE,TRUE,2.37321376800537
11,"snr",3.69897000433602,5000,50,34,4,"x1;x2;x3;x1^2;x1 x2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x1^2 x2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x1^4;x1^3 x2;x1^2 x2^2;x1 x2^3;x2^4;x1^3 x3;x1 x2^2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4",TRUE,FALSE,FALSE,2.55883240699768
11,"snr",3.69897000433602,5000,55,34,4,"x2;x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x1^2 x2;x2^3;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x1 x2^2 x3;x3^4",TRUE,FALSE,TRUE,2.39850664138794
11,"snr",3.69897000433602,5000,60,34,4,"x1;x2;x3;x1^2;x1 x2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x1^4;x1^3 x2;x1^2 x2^2;x1 x2^3;x2^4;x1^3 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4",TRUE,FALSE,FALSE,2.5151515007019
11,"snr",3.69897000433602,5000,Inf,55,5,"x1;x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x1^2 x2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x1^3 x3;x1 x2^2 x3;x1 x3^3;x3^4",TRUE,FALSE,TRUE,2.19758868217468
12,"snr",3.69897000433602,5000,1,55,5,"x1 x2 x3;x2^2 x3;x1 x2^3;x2^2 x3^2;x1^3 x2^2;x1 x2^4;x1 x2^3 x3;x1 x2^2 x3^2;x2^2 x3^3",FALSE,FALSE,FALSE,2.76973295211792
12,"snr",3.69897000433602,5000,5,55,5,"x1^2 x2 x3^2",FALSE,FALSE,FALSE,2.59219121932983
12,"snr",3.69897000433602,5000,10,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x1^2 x2 x3",TRUE,FALSE,FALSE,2.33547472953796
12,"snr",3.69897000433602,5000,15,55,5,"x3;x1^2;x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^5;x1^3 x2^2;x1^2 x2^2 x3",TRUE,FALSE,FALSE,2.71067047119141
12,"snr",3.69897000433602,5000,20,55,5,"x3;x1^2;x2^2;x1^4;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x3^4;x1 x2 x3^3",TRUE,FALSE,FALSE,2.69243311882019
12,"snr",3.69897000433602,5000,25,55,5,"x3;x1^2;x2^2;x1^2 x3^2;x2^2 x3^2;x3^4",TRUE,FALSE,FALSE,2.77717995643616
12,"snr",3.69897000433602,5000,30,34,4,"x3;x1^2;x2^2;x2 x3;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2",TRUE,FALSE,FALSE,2.62204170227051
12,"snr",3.69897000433602,5000,35,34,4,"x3;x1^2;x2^2;x2 x3;x1^2 x3;x2^2 x3;x3^3;x1^3 x3",TRUE,FALSE,TRUE,2.54977679252625
12,"snr",3.69897000433602,5000,40,55,5,"x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1^2 x2;x2^2 x3;x3^3;x1^3 x2;x1^2 x2^2;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3;x1^3 x3^2;x1^2 x2 x3^2;x1^2 x3^3;x2^2 x3^3",TRUE,FALSE,FALSE,2.96641540527344
12,"snr",3.69897000433602,5000,45,55,5,"x3;x1^2;x1 x2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x1^2 x3;x1 x2 x3;x2^2 x3;x2 x3^2;x3^3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^4 x2;x1^2 x2^3;x1 x2^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^3 x3^2;x1 x2^2 x3^2;x1^2 x3^3;x2^2 x3^3",TRUE,FALSE,FALSE,3.14663338661194
12,"snr",3.69897000433602,5000,50,34,4,"x3;x1^2;x2^2;x2 x3;x1^2 x3;x1 x2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x2 x3^3",TRUE,FALSE,TRUE,2.58452081680298
12,"snr",3.69897000433602,5000,55,34,4,"x3;x1^2;x2^2;x2 x3;x3^2;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x2^3 x3;x1^2 x3^2;x2 x3^3",TRUE,FALSE,TRUE,2.66804814338684
12,"snr",3.69897000433602,5000,60,34,4,"x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x1 x2^2;x2^3;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x2^3 x3;x1^2 x3^2;x1 x3^3;x2 x3^3",TRUE,FALSE,TRUE,2.67335963249207
12,"snr",3.69897000433602,5000,Inf,55,5,"x2;x3;x1^2;x1 x2;x2^2;x1 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x2^3;x2^2 x3;x2 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^5;x1^4 x2;x1^3 x2^2;x1^2 x2^3;x2^5;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^3 x3^2;x1^2 x2 x3^2;x1 x2^2 x3^2;x1^2 x3^3;x2^2 x3^3;x1 x3^4",TRUE,FALSE,FALSE,2.6287088394165
13,"snr",3.69897000433602,5000,1,55,5,"x1^2 x2^2 x3",FALSE,FALSE,FALSE,2.6407036781311
13,"snr",3.69897000433602,5000,5,34,4,"x2^2 x3;x1^2 x2^2;x1 x2^2 x3;x1^2 x3^2",TRUE,FALSE,FALSE,2.28318190574646
13,"snr",3.69897000433602,5000,10,55,5,"x3;x2^2;x3^2;x1^2 x2;x1^2 x3;x2^2 x3;x1^4;x1^3 x2;x1^3 x2^2;x1^2 x2^3",TRUE,FALSE,FALSE,2.68697023391724
13,"snr",3.69897000433602,5000,15,55,5,"x3;x2^2;x1^4;x1^2 x2^2;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^2 x2^3;x1^3 x2 x3;x1^3 x3^2",TRUE,FALSE,FALSE,2.65648007392883
13,"snr",3.69897000433602,5000,20,55,5,"x3;x1^2;x2^2;x1^2 x2^2;x1^2 x3^2;x2^2 x3^2;x3^4",TRUE,FALSE,FALSE,2.68604731559753
13,"snr",3.69897000433602,5000,25,34,4,"x3;x1^2;x2^2;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1^2 x3^2",TRUE,FALSE,FALSE,2.27455306053162
13,"snr",3.69897000433602,5000,30,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3",TRUE,FALSE,FALSE,2.42451357841492
13,"snr",3.69897000433602,5000,35,34,4,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x2^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^2 x3^2",TRUE,FALSE,TRUE,2.5332658290863
13,"snr",3.69897000433602,5000,40,55,5,"x3;x1^2;x2^2;x3^2;x1^3;x1^2 x2;x1 x2^2;x1 x2 x3;x2^2 x3;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1^2 x2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1^4 x2;x1^3 x2^2;x1^2 x2^3;x1^4 x3;x1^3 x2 x3;x1^2 x2^2 x3;x1^3 x3^2;x1^2 x2 x3^2;x1^2 x3^3;x2^2 x3^3",TRUE,FALSE,FALSE,2.90238165855408
13,"snr",3.69897000433602,5000,45,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x2^2 x3^2",TRUE,FALSE,TRUE,2.5420708656311
13,"snr",3.69897000433602,5000,50,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x2^2 x3^2",TRUE,FALSE,TRUE,2.45802998542786
13,"snr",3.69897000433602,5000,55,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x2 x3^2;x3^3;x1^3 x3;x2^2 x3^2",TRUE,FALSE,TRUE,2.56861352920532
13,"snr",3.69897000433602,5000,60,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x2 x3^2;x3^3;x1^3 x3;x2^2 x3^2",TRUE,FALSE,TRUE,2.55145168304443
13,"snr",3.69897000433602,5000,Inf,55,5,"x2;x3;x1^2;x1 x2;x2^2;x1 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^5;x1^4 x2;x1^3 x2^2;x1^2 x2^3;x1 x2^4;x2^5;x1^4 x3;x1^3 x2 x3;x1^2 x2^2 x3;x1 x2^3 x3;x2^4 x3;x1^3 x3^2;x1^2 x2 x3^2;x1 x2^2 x3^2;x2^3 x3^2;x1^2 x3^3;x2^2 x3^3",TRUE,FALSE,TRUE,2.67139863967896
14,"snr",3.69897000433602,5000,1,55,5,"x1 x2;x1^2 x3;x2^2 x3;x1 x2^3;x1^2 x2^3;x1 x2^3 x3",FALSE,FALSE,FALSE,2.74330568313599
14,"snr",3.69897000433602,5000,5,55,5,"x1^2;x2^2;x1^2 x3^2;x1 x2^4",TRUE,FALSE,FALSE,2.61855292320251
14,"snr",3.69897000433602,5000,10,9,2,"x3;x1^2;x2^2;x3^2",TRUE,FALSE,FALSE,2.27399134635925
14,"snr",3.69897000433602,5000,15,55,5,"x3;x1^2;x2^2;x1 x2^2;x3^3;x1^4;x1^2 x2^2;x1^2 x2 x3;x1^2 x3^2;x2^2 x3^2;x1 x2^4",TRUE,FALSE,FALSE,2.69755840301514
14,"snr",3.69897000433602,5000,20,55,5,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x3^3;x1^2 x2^2;x2^2 x3^2",TRUE,FALSE,FALSE,2.85170984268188
14,"snr",3.69897000433602,5000,25,55,5,"x3;x1^2;x2^2;x3^3;x1^2 x3^2;x2^2 x3^2;x1^2 x2^2 x3",TRUE,FALSE,FALSE,2.77250099182129
14,"snr",3.69897000433602,5000,30,55,5,"x3;x1^2;x2^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x1^3 x2^2;x1^4 x3;x1^2 x2^2 x3",TRUE,FALSE,FALSE,2.75919413566589
14,"snr",3.69897000433602,5000,35,55,5,"x3;x1^2;x2^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x1^4 x2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3",TRUE,FALSE,FALSE,2.84354043006897
14,"snr",3.69897000433602,5000,40,34,4,"x3;x1^2;x2^2;x1^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2",TRUE,FALSE,FALSE,2.68673515319824
