"system","sweep","x","success","method","response","selection"
"aizawa","snr","23",0.02,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","24",0.02,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","25",0.01,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","26",0.04,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","27",0.1,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","28",0.12,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","29",0.14,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","30",0.14,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","31",0.16,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","32",0.26,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","33",0.3,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","34",0.27,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","35",0.3,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","36",0.38,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","37",0.39,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","38",0.41,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","39",0.38,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","40",0.42,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","41",0.47,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","42",0.49,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","43",0.52,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","44",0.5,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","45",0.5,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","46",0.55,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","47",0.56,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","48",0.61,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","49",0.65,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","50",0.63,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","51",0.65,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","52",0.66,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","53",0.67,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","54",0.71,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","55",0.72,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","56",0.73,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","57",0.75,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","58",0.74,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","59",0.72,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","60",0.69,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","61",0.71,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","Inf",0,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"aizawa","snr","1",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","2",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","3",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","4",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","5",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","6",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","7",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","8",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","9",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","10",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","11",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","12",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","13",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","14",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","15",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","16",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","17",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","18",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","19",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","20",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","21",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","22",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","23",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","24",0.01,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","25",0.01,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","26",0.01,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","27",0.01,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","28",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","29",0.05,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","30",0.07,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","31",0.07,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","32",0.06,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","33",0.17,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","34",0.12,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","35",0.14,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","36",0.16,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","37",0.17,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","38",0.25,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","39",0.21,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","40",0.2,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","41",0.3,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","42",0.19,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","43",0.27,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","44",0.21,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","45",0.27,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","46",0.26,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","47",0.28,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","48",0.25,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","49",0.35,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","50",0.38,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","51",0.29,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","52",0.34,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","53",0.34,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","54",0.36,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","55",0.44,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","56",0.35,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","57",0.35,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","58",0.41,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","59",0.36,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","60",0.46,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","61",0.38,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","Inf",0.25,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"aizawa","snr","1",0,"SINDy (SG)","SG","SINDy"
"aizawa","snr","2",0,"SINDy (SG)","SG","SINDy"
"aizawa","snr","3",0,"SINDy (SG)","SG","SINDy"
"aizawa","snr","4",0,"SINDy (SG)","SG","SINDy"
"aizawa","snr","5",0,"SINDy (SG)","SG","SINDy"
"aizawa","snr","6",0,"SINDy (SG)","SG","SINDy"
"aizawa","snr","7",0,"SINDy (SG)","SG","SINDy"
"aizawa","snr","8",0,"SINDy (SG)","SG","SINDy"
"aizawa","snr","9",0,"SINDy (SG)","SG","SINDy"
"aizawa","snr","10",0,"SINDy (SG)","SG","SINDy"
"aizawa","snr","11",0,"SINDy (SG)","SG","SINDy"
"aizawa","snr","12",0,"SINDy (SG)","SG","SINDy"
"aizawa","snr","13",0,"SINDy (SG)","SG","SINDy"
"aizawa","snr","14",0,"SINDy (SG)","SG","SINDy"
"aizawa","snr","15",0,"SINDy (SG)","SG","SINDy"
"aizawa","snr","16",0,"SINDy (SG)","SG","SINDy"
"aizawa","snr","17",0,"SINDy (SG)","SG","SINDy"
"aizawa","snr","18",0,"SINDy (SG)","SG","SINDy"
"aizawa","snr","19",0,"SINDy (SG)","SG","SINDy"
"aizawa","snr","20",0,"SINDy (SG)","SG","SINDy"
"aizawa","snr","21",0,"SINDy (SG)","SG","SINDy"
"aizawa","snr","22",0,"SINDy (SG)","SG","SINDy"
"aizawa","snr","23",0,"SINDy (SG)","SG","SINDy"
"aizawa","snr","24",0,"SINDy (SG)","SG","SINDy"
"aizawa","snr","25",0,"SINDy (SG)","SG","SINDy"
"aizawa","snr","26",0,"SINDy (SG)","SG","SINDy"
"aizawa","snr","27",0,"SINDy (SG)","SG","SINDy"
"aizawa","snr","28",0.01,"SINDy (SG)","SG","SINDy"
"aizawa","snr","29",0.01,"SINDy (SG)","SG","SINDy"
"aizawa","snr","30",0.03,"SINDy (SG)","SG","SINDy"
"aizawa","snr","31",0.06,"SINDy (SG)","SG","SINDy"
"aizawa","snr","32",0.05,"SINDy (SG)","SG","SINDy"
"aizawa","snr","33",0.05,"SINDy (SG)","SG","SINDy"
"aizawa","snr","34",0.1,"SINDy (SG)","SG","SINDy"
"aizawa","snr","35",0.14,"SINDy (SG)","SG","SINDy"
"aizawa","snr","36",0.16,"SINDy (SG)","SG","SINDy"
"aizawa","snr","37",0.15,"SINDy (SG)","SG","SINDy"
"aizawa","snr","38",0.17,"SINDy (SG)","SG","SINDy"
"aizawa","snr","39",0.18,"SINDy (SG)","SG","SINDy"
"aizawa","snr","40",0.19,"SINDy (SG)","SG","SINDy"
"aizawa","snr","41",0.18,"SINDy (SG)","SG","SINDy"
"aizawa","snr","42",0.2,"SINDy (SG)","SG","SINDy"
"aizawa","snr","43",0.21,"SINDy (SG)","SG","SINDy"
"aizawa","snr","44",0.22,"SINDy (SG)","SG","SINDy"
"aizawa","snr","45",0.22,"SINDy (SG)","SG","SINDy"
"aizawa","snr","46",0.22,"SINDy (SG)","SG","SINDy"
"aizawa","snr","47",0.23,"SINDy (SG)","SG","SINDy"
"aizawa","snr","48",0.24,"SINDy (SG)","SG","SINDy"
"aizawa","snr","49",0.25,"SINDy (SG)","SG","SINDy"
"aizawa","snr","50",0.25,"SINDy (SG)","SG","SINDy"
"aizawa","snr","51",0.24,"SINDy (SG)","SG","SINDy"
"aizawa","snr","52",0.24,"SINDy (SG)","SG","SINDy"
"aizawa","snr","53",0.24,"SINDy (SG)","SG","SINDy"
"aizawa","snr","54",0.24,"SINDy (SG)","SG","SINDy"
"aizawa","snr","55",0.23,"SINDy (SG)","SG","SINDy"
"aizawa","snr","56",0.21,"SINDy (SG)","SG","SINDy"
"aizawa","snr","57",0.2,"SINDy (SG)","SG","SINDy"
"aizawa","snr","58",0.21,"SINDy (SG)","SG","SINDy"
"aizawa","snr","59",0.21,"SINDy (SG)","SG","SINDy"
"aizawa","snr","60",0.2,"SINDy (SG)","SG","SINDy"
"aizawa","snr","61",0.21,"SINDy (SG)","SG","SINDy"
"aizawa","snr","Inf",0.13,"SINDy (SG)","SG","SINDy"
"aizawa","snr","1",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","2",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","3",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","4",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","5",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","6",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","7",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","8",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","9",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","10",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","11",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","12",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","13",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","14",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","15",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","16",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","17",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","18",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","19",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","20",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","21",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","22",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","23",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","24",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","25",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","26",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","27",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","28",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","29",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","30",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","31",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","32",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","33",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","34",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","35",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","36",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","37",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","38",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","39",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","40",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","41",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","42",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","43",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","44",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","45",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","46",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","47",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","48",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","49",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","50",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","51",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","52",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","53",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","54",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","55",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","56",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","57",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","58",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","59",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","60",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","61",0,"SINDy (Integration)","Integration","SINDy"
"aizawa","snr","Inf",0,"SINDy (Integration)","Integration","SINDy"
"dadras","snr","1",0,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","2",0,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","3",0,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","4",0,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","5",0,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","6",0,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","7",0,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","8",0,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","9",0,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","10",0.03,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","11",0.07,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","12",0.12,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","13",0.14,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","14",0.25,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","15",0.37,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","16",0.56,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","17",0.65,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","18",0.75,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","19",0.85,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","20",0.9,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","21",0.95,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","22",0.96,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","23",0.95,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","24",0.96,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","25",0.98,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","26",0.97,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","27",0.97,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","28",0.99,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","29",1,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","30",1,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","31",1,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","32",1,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","33",1,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","34",1,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","35",0.99,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","36",1,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","37",0.99,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","38",1,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","39",0.99,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","40",1,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","41",1,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","42",1,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","43",0.99,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","44",1,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","45",1,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","46",0.99,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","47",0.99,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","48",0.99,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","49",0.99,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","50",0.99,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","51",0.98,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","52",0.98,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","53",0.98,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","54",0.98,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","55",0.98,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","56",0.97,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","57",0.98,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","58",0.98,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","59",0.97,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","60",0.98,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","61",0.98,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","Inf",0.98,"Bayesian-ARGOS (SG)","SG","Bayesian-ARGOS"
"dadras","snr","1",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"dadras","snr","2",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"dadras","snr","3",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"dadras","snr","4",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"dadras","snr","5",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"dadras","snr","6",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"dadras","snr","7",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"dadras","snr","8",0.02,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"dadras","snr","9",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"dadras","snr","10",0,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"dadras","snr","11",0.03,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"dadras","snr","12",0.05,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"dadras","snr","13",0.11,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"dadras","snr","14",0.16,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"dadras","snr","15",0.22,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"dadras","snr","16",0.17,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"dadras","snr","17",0.31,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"dadras","snr","18",0.34,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
"dadras","snr","19",0.45,"Bayesian-ARGOS (Integration)","Integration","Bayesian-ARGOS"
