"system","eq","trial","snr","log10n","n","sg_order","sg_window","states","m","p","stride","arm","K","selected","selected_intercept","n_selected","kept","kept_intercept","n_kept","n_true_kept","n_spurious_selected","n_spurious_kept","success","max_rel_coef_err","int_mean","int_lo","int_hi","ols_int_true_support","ols_int_se","ols_int_t","sigma_true_support","rho1_true_support","sigma_kept","det_error_mean","det_error_sd","det_error_max","t_stan_s"
"rossler",3,10,61,3.69897000433602,5000,4,13,"smoothed",NA,NA,NA,"sg",5000,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000165801558512899,0.199705676854131,0.198460775275811,0.200943248272574,0.199746656671588,0.000731425513162929,273.092274027763,0.0490923867851022,0.686975387963199,0.0490923868146068,-3.4762390602992e-07,0.00135596803645821,0.0181977549262299,3.75630164146423
"rossler",3,10,61,3.69897000433602,5000,4,13,"raw",13,4,6,"weak/raw/m=1w/p=4",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,6.13005169020952e-05,0.199870801728619,0.199050340898786,0.200636015129693,0.199851196124225,0.000491306786152543,406.774752063316,0.0134143540588525,0.162988948102257,0.0134143651009996,-5.79816795755963e-06,0.000346278199045694,0.00244916356134867,2.71942043304443
"rossler",3,10,61,3.69897000433602,5000,4,13,"raw",13,8,6,"weak/raw/m=1w/p=8",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000104460146607864,0.199813465299586,0.198684494061884,0.200914027465664,0.199810027436802,0.000704077702845398,283.789738873007,0.0192290541702903,-0.185667846026679,0.0192290547146966,2.09105035460871e-08,7.55795915724622e-07,7.47377241622216e-06,2.15781378746033
"rossler",3,10,61,3.69897000433602,5000,4,13,"raw",26,4,13,"weak/raw/m=2w/p=4",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,9.61163977107628e-05,0.199873868308565,0.199348235668304,0.200388383280438,0.199864833818224,0.00032018323921322,624.220163145791,0.00591109337962011,0.133013930898472,0.00591109591880924,-3.4021866186664e-07,1.7955740818224e-05,0.000112590417255365,3.04754567146301
"rossler",3,10,61,3.69897000433602,5000,4,13,"raw",26,8,13,"weak/raw/m=2w/p=8",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,9.83937830396592e-05,0.199882444737713,0.19911207395195,0.200647318106426,0.199879659700632,0.000462686380582026,431.998148398486,0.00855107518313813,-0.25333410524239,0.00855109352614591,2.94615234188163e-08,4.78572155914238e-07,3.80371866554041e-06,2.43577408790588
"rossler",3,10,61,3.69897000433602,5000,4,13,"smoothed",13,4,6,"weak/smoothed/m=1w/p=4",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,5.95826764287167e-05,0.199827920153513,0.199009857204221,0.200654633876218,0.199837647088384,0.000490592876592343,407.339072015182,0.0133948618957343,0.165206511324355,0.0133948672348667,-5.79816795755963e-06,0.000346278199045694,0.00244916356134867,2.32872676849365
"rossler",3,10,61,3.69897000433602,5000,4,13,"smoothed",13,8,6,"weak/smoothed/m=1w/p=8",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000103176040913729,0.199803786665537,0.198655562631138,0.200887605697891,0.199819115386651,0.000696252991446531,286.992110398704,0.0190153534083507,-0.176082659433311,0.0190153718413016,2.09105035460871e-08,7.55795915724622e-07,7.47377241622216e-06,2.07567238807678
"rossler",3,10,61,3.69897000433602,5000,4,13,"smoothed",26,4,13,"weak/smoothed/m=2w/p=4",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,9.45250867596826e-05,0.199858888947818,0.199316967268947,0.200406252831685,0.199865165361142,0.000320177435233942,624.232514121764,0.00591098621062335,0.133055883365615,0.00591100445001091,-3.4021866186664e-07,1.7955740818224e-05,0.000112590417255365,2.98061490058899
"rossler",3,10,61,3.69897000433602,5000,4,13,"smoothed",26,8,13,"weak/smoothed/m=2w/p=8",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,9.71201150835268e-05,0.199887863925754,0.199118083722848,0.200683860983907,0.199879885600502,0.000462593619780911,432.085262427888,0.00854936080856801,-0.253259920027517,0.00854936409895497,2.94615234188163e-08,4.78572155914238e-07,3.80371866554041e-06,2.47090411186218
"rossler",3,11,61,3.69897000433602,5000,4,13,"smoothed",NA,NA,NA,"sg",5000,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,2.52549102524269e-05,0.200427061858573,0.198999983965052,0.201793028867091,0.20041404039328,0.000848757183871231,236.126473155938,0.0580812423651244,0.682793092971942,0.0580812511335081,-1.00105954454302e-05,0.00353303066461043,0.0538578371182041,3.84621024131775
"rossler",3,11,61,3.69897000433602,5000,4,13,"raw",13,4,6,"weak/raw/m=1w/p=4",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.00010327873879574,0.200285315559761,0.199379568256916,0.201212503360245,0.200294509675355,0.000541283585178328,370.036179111855,0.0150725640037731,0.146080117130314,0.0150725664786133,-2.45458409019306e-06,0.000469401785289327,0.00380715285362215,2.68704319000244
"rossler",3,11,61,3.69897000433602,5000,4,13,"raw",13,8,6,"weak/raw/m=1w/p=8",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,6.55677837247238e-05,0.200252832146097,0.198974360083536,0.201522086662088,0.200263165740009,0.000795230666097411,251.830285573366,0.0221493526738504,-0.222944187778278,0.0221493670888226,1.34473148483982e-08,1.44737313193031e-06,1.42482793059062e-05,2.65487718582153
"rossler",3,11,61,3.69897000433602,5000,4,13,"raw",26,4,13,"weak/raw/m=2w/p=4",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,5.63055515318087e-05,0.20030829129303,0.199723433471558,0.200927837844333,0.200327813685441,0.000372626229650053,537.610607480789,0.00701585782521479,0.267292915078702,0.00701586143627008,-9.28466617038749e-08,2.30460232211534e-05,0.000167565167754458,3.26685547828674
"rossler",3,11,61,3.69897000433602,5000,4,13,"raw",26,8,13,"weak/raw/m=2w/p=8",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,5.30229571318436e-05,0.200305194070836,0.199501242720454,0.201137999274802,0.200340821737115,0.000496821392472557,403.24515967412,0.00936262687578373,-0.115292733418023,0.00936266984117798,1.86020193038995e-08,8.798395007722e-07,8.86171767006116e-06,3.03067350387573
"rossler",3,11,61,3.69897000433602,5000,4,13,"smoothed",13,4,6,"weak/smoothed/m=1w/p=4",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000102064017646809,0.200277286803733,0.199383720884006,0.201172457849978,0.20028958860244,0.000540258524630019,370.729159229098,0.015044020037148,0.147949880051266,0.0150440224115745,-2.45458409019306e-06,0.000469401785289327,0.00380715285362215,2.87149596214294
"rossler",3,11,61,3.69897000433602,5000,4,13,"smoothed",13,8,6,"weak/smoothed/m=1w/p=8",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,6.67543754377202e-05,0.200244736869636,0.198970752724327,0.201519858536533,0.200265654616129,0.000785477889838838,254.960269673815,0.0218777111212816,-0.213446130732294,0.0218777122488762,1.34473148483982e-08,1.44737313193031e-06,1.42482793059062e-05,2.57142400741577
"rossler",3,11,61,3.69897000433602,5000,4,13,"smoothed",26,4,13,"weak/smoothed/m=2w/p=4",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,5.59498413012592e-05,0.200311301240805,0.199706768750434,0.200915811809318,0.200327676806574,0.000372524642595058,537.756845858745,0.00701394511189899,0.267650746858317,0.00701395612089342,-9.28466617038749e-08,2.30460232211534e-05,0.000167565167754458,3.6232898235321
"rossler",3,11,61,3.69897000433602,5000,4,13,"smoothed",26,8,13,"weak/smoothed/m=2w/p=8",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,5.53995940593366e-05,0.200359870345918,0.19955829087106,0.20116341690918,0.200340737815635,0.000496585725405071,403.436360665048,0.00935818568979746,-0.114868381511444,0.00935819400831159,1.86020193038995e-08,8.798395007722e-07,8.86171767006116e-06,2.9331955909729
"rossler",3,12,61,3.69897000433602,5000,4,13,"smoothed",NA,NA,NA,"sg",5000,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000203611872744347,0.199397440102918,0.19822494969207,0.200615400236644,0.199414751135286,0.00073655556119275,270.739590659476,0.0488015857014383,0.685685729963492,0.0488015860819527,-6.64855746802384e-07,0.00237937647762038,0.124321945399086,3.64294409751892
"rossler",3,12,61,3.69897000433602,5000,4,13,"raw",13,4,6,"weak/raw/m=1w/p=4",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000103596907889463,0.199567389453559,0.198773142677963,0.200385286739952,0.19956126685251,0.000492516827600021,405.186697528589,0.0132455331435734,0.189552296579361,0.0132455441051248,-1.88981921945528e-05,0.000326965186189982,0.00256699193669335,2.3874089717865
"rossler",3,12,61,3.69897000433602,5000,4,13,"raw",13,8,6,"weak/raw/m=1w/p=8",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000146245596760327,0.199556310426232,0.198434885744101,0.200643912020376,0.199536836986576,0.000697752240240981,285.970901243774,0.0187719307870009,-0.189753034738211,0.0187719512599581,-1.67951506047039e-08,9.26961299528012e-07,1.67860132276876e-05,2.15779137611389
"rossler",3,12,61,3.69897000433602,5000,4,13,"raw",26,4,13,"weak/raw/m=2w/p=4",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000150535662382062,0.199455791667619,0.198887397399551,0.200031881761924,0.199470259868239,0.000346751034237788,575.254981738426,0.00628004119730604,0.241103056895827,0.006280052016342,-9.73894341410262e-07,1.69568264912813e-05,0.000115914472833378,2.81352090835571
"rossler",3,12,61,3.69897000433602,5000,4,13,"raw",26,8,13,"weak/raw/m=2w/p=8",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000169978325581249,0.199435503563767,0.198677826732604,0.200210230284865,0.199438251069309,0.000467059596328833,427.008143365273,0.0084696867428213,-0.110972387880332,0.00846968991918937,1.6971819380757e-08,5.11879467510095e-07,5.59126441251889e-06,2.53597354888916
"rossler",3,12,61,3.69897000433602,5000,4,13,"smoothed",13,4,6,"weak/smoothed/m=1w/p=4",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000101980544089075,0.199549031093039,0.198735103135074,0.200383243520137,0.199559122368505,0.000491687951956267,405.865389978591,0.0132232416219689,0.193434126302682,0.0132232434617231,-1.88981921945528e-05,0.000326965186189982,0.00256699193669335,2.26583504676819
"rossler",3,12,61,3.69897000433602,5000,4,13,"smoothed",13,8,6,"weak/smoothed/m=1w/p=8",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000143732813350676,0.199532151629245,0.198391269813088,0.200668602953223,0.199541571113165,0.000691412499892064,288.599889565658,0.0186013699314291,-0.178643341649203,0.0186013721879806,-1.67951506047039e-08,9.26961299528012e-07,1.67860132276876e-05,1.93585729598999
"rossler",3,12,61,3.69897000433602,5000,4,13,"smoothed",26,4,13,"weak/smoothed/m=2w/p=4",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000149026445000351,0.199478450339,0.198884866504405,0.200065527683923,0.199470021719225,0.000346734863955226,575.281122422643,0.0062797483487715,0.241285542948453,0.00627976415838178,-9.73894341410262e-07,1.69568264912813e-05,0.000115914472833378,2.53805756568909
"rossler",3,12,61,3.69897000433602,5000,4,13,"smoothed",26,8,13,"weak/smoothed/m=2w/p=8",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000168902707584862,0.199436404567155,0.198684617412899,0.200245421600788,0.199437808669964,0.000466940484449281,427.116121458572,0.00846752677924133,-0.110858459012215,0.00846754162791506,1.6971819380757e-08,5.11879467510095e-07,5.59126441251889e-06,2.34332227706909
"rossler",3,13,61,3.69897000433602,5000,4,13,"smoothed",NA,NA,NA,"sg",5000,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000156042805648544,0.20087349491302,0.199549417390774,0.202149227440105,0.200848450095868,0.000790293654432235,254.144075394559,0.052816171503819,0.685602631644237,0.0528161740683645,-1.44401746842394e-05,0.00619979194042854,0.399241763914529,3.88769865036011
"rossler",3,13,61,3.69897000433602,5000,4,13,"raw",13,4,6,"weak/raw/m=1w/p=4",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000108184907175346,0.200496741384707,0.199698431709804,0.201280667104697,0.200490547360007,0.000498742908934426,401.991775258236,0.0135505947025832,0.152228218689773,0.013550595049462,-7.20674893628672e-06,0.000387033128812454,0.00330455311974448,2.60260510444641
"rossler",3,13,61,3.69897000433602,5000,4,13,"raw",13,8,6,"weak/raw/m=1w/p=8",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000145641178458167,0.200487499170304,0.199199142597413,0.201716120833058,0.20050233989528,0.00073551894956594,272.599829023582,0.0199906188669633,-0.2512168681335,0.0199906279341914,3.80531736370388e-08,1.19012401911145e-06,1.18908172332399e-05,2.27122139930725
"rossler",3,13,61,3.69897000433602,5000,4,13,"raw",26,4,13,"weak/raw/m=2w/p=4",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000155124733793199,0.200478880181793,0.199898676531004,0.201076030304004,0.2004858278733,0.000345018898815342,581.086510222162,0.00633552913261054,0.267635020843991,0.00633553493846899,-2.97812120129172e-07,1.99065823427257e-05,0.000107683702121275,3.00933218002319
"rossler",3,13,61,3.69897000433602,5000,4,13,"raw",26,8,13,"weak/raw/m=2w/p=8",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000155185336230046,0.200497977369294,0.199737983587946,0.201288745648977,0.200495967203983,0.000468417892431584,428.027986213757,0.00861222999508399,-0.121974395486003,0.00861225165820781,4.12289745199194e-08,8.57110796279782e-07,7.73508267998269e-06,2.65182161331177
"rossler",3,13,61,3.69897000433602,5000,4,13,"smoothed",13,4,6,"weak/smoothed/m=1w/p=4",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000108298353731939,0.200490297564462,0.199696558821156,0.201300957052111,0.200498605107679,0.000497670246044738,402.874406700327,0.0135214507869399,0.155161346975702,0.013521475779716,-7.20674893628672e-06,0.000387033128812454,0.00330455311974448,2.81114745140076
"rossler",3,13,61,3.69897000433602,5000,4,13,"smoothed",13,8,6,"weak/smoothed/m=1w/p=8",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.0001464150075422,0.200458165833238,0.199302075886831,0.201658563271691,0.200497736563441,0.000727326131203887,275.664145644778,0.0197679468963794,-0.239735767673571,0.0197679488023513,3.80531736370388e-08,1.19012401911145e-06,1.18908172332399e-05,2.26457762718201
"rossler",3,13,61,3.69897000433602,5000,4,13,"smoothed",26,4,13,"weak/smoothed/m=2w/p=4",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000156747975495919,0.200472960708143,0.199906956483574,0.201063666230381,0.200486116092567,0.000345019139707923,581.086939879015,0.00633553353131304,0.267771760713532,0.00633553825161645,-2.97812120129172e-07,1.99065823427257e-05,0.000107683702121275,3.22969770431519
"rossler",3,13,61,3.69897000433602,5000,4,13,"smoothed",26,8,13,"weak/smoothed/m=2w/p=8",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000157671185684771,0.200495529673368,0.19974859666765,0.201253782975868,0.200496220585517,0.000468320676406278,428.117379151508,0.00861044256175435,-0.121738286135238,0.00861044474229516,4.12289745199194e-08,8.57110796279782e-07,7.73508267998269e-06,2.61002016067505
"rossler",3,14,61,3.69897000433602,5000,4,13,"smoothed",NA,NA,NA,"sg",5000,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,4.36120879414581e-05,0.200122669288855,0.198563270009991,0.201696990945107,0.200139308530358,0.000920765213722949,217.361934994406,0.0623408426893048,0.693098007658951,0.0623408431238719,0.000107358852728471,0.00282315203419343,0.0585147069175889,5.84355020523071
"rossler",3,14,61,3.69897000433602,5000,4,13,"raw",13,4,6,"weak/raw/m=1w/p=4",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000251284670871765,0.200078319699729,0.19914910799174,0.201002780371301,0.200064234994344,0.000576184955315553,347.222247211881,0.0158962481167978,0.113540658094402,0.0158962748180745,8.19119057083696e-06,0.000446412922921219,0.00288276615976885,4.68890428543091
"rossler",3,14,61,3.69897000433602,5000,4,13,"raw",13,8,6,"weak/raw/m=1w/p=8",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000207940008567942,0.199996692090218,0.198679455697914,0.201330790390357,0.200026446480526,0.000852313611603928,234.686439072709,0.0235207696120831,-0.25666380566539,0.0235207969560219,3.11751765283777e-08,1.24305562002609e-06,1.35113740792892e-05,4.01854825019836
"rossler",3,14,61,3.69897000433602,5000,4,13,"raw",26,4,13,"weak/raw/m=2w/p=4",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000185473669164216,0.200022113362391,0.199428440904213,0.200608723943793,0.200021435163084,0.000361596617115308,553.161798798854,0.00674929372516274,0.138513462186778,0.00674929786831054,7.49727109003968e-07,2.20645181324741e-05,0.000120746043333508,5.78518652915955
"rossler",3,14,61,3.69897000433602,5000,4,13,"raw",26,8,13,"weak/raw/m=2w/p=8",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000193116445575292,0.200008055191116,0.19914809557943,0.200854786947045,0.200011159914054,0.0005013126049255,398.974926919656,0.00936638073431114,-0.22158613856558,0.00936639300116972,2.00090396455628e-08,7.10370824903395e-07,5.25762253572593e-06,5.22526979446411
"rossler",3,14,61,3.69897000433602,5000,4,13,"smoothed",13,4,6,"weak/smoothed/m=1w/p=4",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000251658966459178,0.20004704557567,0.199113013601759,0.20100847307851,0.200056671647867,0.00057473645659225,348.084185983348,0.0158562857964137,0.11656856488559,0.0158562897830957,8.19119057083696e-06,0.000446412922921219,0.00288276615976885,4.47676086425781
"rossler",3,14,61,3.69897000433602,5000,4,13,"smoothed",13,8,6,"weak/smoothed/m=1w/p=8",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000209178511443531,0.200003690566454,0.198613966899852,0.201389558193884,0.200032362339243,0.00084234748148256,237.470125733835,0.0232457402461837,-0.247265444973264,0.0232458705907643,3.11751765283777e-08,1.24305562002609e-06,1.35113740792892e-05,3.88814258575439
"rossler",3,14,61,3.69897000433602,5000,4,13,"smoothed",26,4,13,"weak/smoothed/m=2w/p=4",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000184440292229748,0.200038617929601,0.199428886780662,0.200654686143229,0.200021703686841,0.000361438512366101,553.404512367624,0.00674634262736942,0.138751077935254,0.00674634341006452,7.49727109003968e-07,2.20645181324741e-05,0.000120746043333508,5.66198444366455
"rossler",3,14,61,3.69897000433602,5000,4,13,"smoothed",26,8,13,"weak/smoothed/m=2w/p=8",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.00019417392293164,0.200025147800217,0.199189786813523,0.200844023027301,0.200011239604953,0.00050105719873829,399.178457287113,0.00936160874867709,-0.221502782191539,0.00936161516185268,2.00090396455628e-08,7.10370824903395e-07,5.25762253572593e-06,5.24833059310913
"rossler",3,15,61,3.69897000433602,5000,4,13,"smoothed",NA,NA,NA,"sg",5000,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,4.48725977973963e-05,0.200346768639205,0.199035128667302,0.201645027544847,0.200340487228199,0.000749240348662891,267.39148203341,0.0508486028905972,0.675445770310458,0.0508486111657361,1.01891273367517e-05,0.00193348551131852,0.0255300027462823,3.66580247879028
"rossler",3,15,61,3.69897000433602,5000,4,13,"raw",13,4,6,"weak/raw/m=1w/p=4",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000140786971374084,0.200339937606076,0.199556747259559,0.201129749446953,0.200350017730665,0.000479386273113246,417.930234901272,0.0132384430588875,0.137931015629058,0.0132384525875843,-9.48018995175576e-06,0.000394960040965501,0.00283507618112538,2.9503448009491
"rossler",3,15,61,3.69897000433602,5000,4,13,"raw",13,8,6,"weak/raw/m=1w/p=8",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,9.44304970114068e-05,0.2003159828742,0.19920973417094,0.201503034907713,0.200337072249782,0.000689372561900084,290.607841567704,0.0190421334393818,-0.224448137672912,0.0190421592824644,2.14233061236296e-08,1.16129444424215e-06,1.52900230336317e-05,2.19843506813049
"rossler",3,15,61,3.69897000433602,5000,4,13,"raw",26,4,13,"weak/raw/m=2w/p=4",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,9.81061534727115e-05,0.200350755095679,0.199814478589297,0.200883149323975,0.200350834567648,0.000318736865702071,628.577538799417,0.00595332192646095,0.1974332113937,0.00595337225489765,-4.30490000415653e-07,1.99870143203444e-05,0.000127448597827151,3.32934141159058
"rossler",3,15,61,3.69897000433602,5000,4,13,"raw",26,8,13,"weak/raw/m=2w/p=8",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000100617955753734,0.200357227063823,0.199624599172571,0.201093841048615,0.200350954668093,0.00043648087046882,459.014284985498,0.00816052826872493,-0.179397110303749,0.00816054357348392,2.67094978502451e-08,7.59322118903285e-07,9.48851549792407e-06,2.92546463012695
"rossler",3,15,61,3.69897000433602,5000,4,13,"smoothed",13,4,6,"weak/smoothed/m=1w/p=4",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000139922500516146,0.200355095194116,0.199579798098123,0.201120235464603,0.200349509128151,0.000478623940334314,418.594834575572,0.0132173908552856,0.141885046040542,0.0132174064325567,-9.48018995175576e-06,0.000394960040965501,0.00283507618112538,2.80969452857971
"rossler",3,15,61,3.69897000433602,5000,4,13,"smoothed",13,8,6,"weak/smoothed/m=1w/p=8",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,9.45096477854509e-05,0.200343361991949,0.199233218320514,0.20148984411453,0.200337714984413,0.00068292384104857,293.352937681619,0.0188640042378321,-0.213258253178453,0.0188640050115574,2.14233061236296e-08,1.16129444424215e-06,1.52900230336317e-05,2.48526453971863
"rossler",3,15,61,3.69897000433602,5000,4,13,"smoothed",26,4,13,"weak/smoothed/m=2w/p=4",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,9.7543834395172e-05,0.200345726972339,0.199837737609768,0.200851687038269,0.20035077509695,0.0003186992715073,628.651500046999,0.00595261973774083,0.197448016771765,0.00595263031976702,-4.30490000415653e-07,1.99870143203444e-05,0.000127448597827151,3.45396900177002
"rossler",3,15,61,3.69897000433602,5000,4,13,"smoothed",26,8,13,"weak/smoothed/m=2w/p=8",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000100853710244907,0.200349627772712,0.19964582175139,0.201024094363983,0.200350863421592,0.000436370943011919,459.129707488612,0.00815847302619735,-0.179220534725763,0.00815847336016376,2.67094978502451e-08,7.59322118903285e-07,9.48851549792407e-06,2.7842800617218
"rossler",3,16,61,3.69897000433602,5000,4,13,"smoothed",NA,NA,NA,"sg",5000,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,9.728081123761e-05,0.200583621106352,0.199401640419675,0.201810038993953,0.200583439763555,0.000726377775099344,276.14203881186,0.0490171821395778,0.687583786092865,0.0490171915899767,-5.05868606561504e-05,0.00211216371974961,0.0940330200096014,5.68854928016663
"rossler",3,16,61,3.69897000433602,5000,4,13,"raw",13,4,6,"weak/raw/m=1w/p=4",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000155738802502457,0.200697987325779,0.199910702074764,0.201464622691174,0.20068000746342,0.00047023694181827,426.763594300884,0.0129042445359067,0.192752446110916,0.0129042480682696,-8.90967132065894e-06,0.000365286813518807,0.00269117159924975,4.60880875587463
"rossler",3,16,61,3.69897000433602,5000,4,13,"raw",13,8,6,"weak/raw/m=1w/p=8",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000126599703725373,0.200689658582321,0.199499209222389,0.201836701082509,0.20069364874765,0.000686536253645232,292.327823450032,0.0188452614272177,-0.207750059553027,0.0188452768229481,4.30492378371352e-08,1.1667524317712e-06,1.69299303351411e-05,3.58103823661804
"rossler",3,16,61,3.69897000433602,5000,4,13,"raw",26,4,13,"weak/raw/m=2w/p=4",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,9.95463862665558e-05,0.200688146462396,0.200121323839137,0.2012341872084,0.200678303655512,0.000337655294320373,594.328911855014,0.00626577064204745,0.277224328951344,0.0062657743797794,-3.41419147683183e-07,1.85664799067579e-05,0.000117311571277423,5.12252926826477
"rossler",3,16,61,3.69897000433602,5000,4,13,"raw",26,8,13,"weak/raw/m=2w/p=8",381,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000104370595420346,0.200702564326241,0.199941188857148,0.201488239759752,0.20069537289432,0.000455490448047248,440.613790595894,0.00846159596485836,-0.0959337285377155,0.00846161583820558,5.47373394826926e-08,7.67909224542696e-07,9.57500521819865e-06,4.54082584381104
"rossler",3,16,61,3.69897000433602,5000,4,13,"smoothed",13,4,6,"weak/smoothed/m=1w/p=4",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000157269701644181,0.200684152786126,0.199938232034465,0.201430998523306,0.200687013222301,0.000469525190070795,427.425444824464,0.0128847126122066,0.1948230117116,0.0128847197775906,-8.90967132065894e-06,0.000365286813518807,0.00269117159924975,4.36657881736755
"rossler",3,16,61,3.69897000433602,5000,4,13,"smoothed",13,8,6,"weak/smoothed/m=1w/p=8",829,"x3;x1 x3",TRUE,2,"x3;x1 x3",TRUE,2,2,0,0,TRUE,0.000130660063766859,0.200689118674703,0.199631200684886,0.201803072985226,0.200687851239223,0.000678169200555448,295.925929804615,0.0186155877126102,-0.195204211956868,0.0186156422068858,4.30492378371352e-08,1.1667524317712e-06,1.69299303351411e-05,4.03208494186401
