"sweep","value","trial","pass2","final"
"snr",22,55,"(Intercept)|x3|x1^2|x2^2|x1x2^2|x1^2x3|x1x2x3|x2^2x3|x3^3|x1^2x2x3|x1x2^2x3|x1x2x3^2|x2^2x3^2|x1^3x2^2|x1^2x2^3|x1x2^4|x2^4x3|x1^2x2x3^2|x1x2^2x3^2","(Intercept)|x3|x1^2|x2^2|x1x2^2|x1^2x3|x2^2x3|x3^3|x1x2^2x3|x2^2x3^2|x1^3x2^2|x1x2^4|x2^4x3|x1x2^2x3^2"
"snr",22,56,"(Intercept)|x3|x1^2|x2^2|x3^2|x1x2^2|x2^2x3|x3^3|x1^3x2^2|x1^3x2x3","(Intercept)|x3|x1^2|x2^2|x1x2^2|x2^2x3|x3^3|x1^3x2^2|x1^3x2x3"
"snr",22,57,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x1^3x2|x2^4|x1^3x3|x1x2^2x3|x1x2x3^2|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x1^3x2|x1^3x3|x3^4"
"snr",22,58,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x1x2^2x3|x2^2x3^2|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x1x2^2x3|x2^2x3^2|x3^4"
"snr",22,59,"(Intercept)|x3|x1^2|x2^2|x1^2x2^2|x1^2x3^2|x2^2x3^2|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3^2|x2^2x3^2|x3^4"
"snr",22,60,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^2x3|x2^2x3|x3^3","(Intercept)|x3|x1^2|x2^2|x1x3|x1^2x3|x2^2x3|x3^3"
"snr",22,61,"(Intercept)|x3|x1^2|x2^2|x1^2x3^2|x2^2x3^2|x3^4|x1^2x2^2x3","(Intercept)|x3|x1^2|x2^2|x1^2x3^2|x2^2x3^2|x3^4"
"snr",22,62,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x3^3|x2^2x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x3^3|x2^2x3^2"
"snr",22,63,"(Intercept)|x3|x1^2|x2^2|x1x2x3|x3^3|x1^4|x1^2x2^2|x1x2^2x3|x1x2x3^2|x1^3x2x3|x1^2x2^2x3|x1x2^3x3","(Intercept)|x3|x1^2|x2^2|x3^3|x1^2x2^2"
"snr",22,64,"(Intercept)|x3|x1^2|x1x2|x2^2|x2x3|x1x2x3|x1x3^2|x3^3|x1^3x2|x1^3x3|x1^2x2x3|x1x2^2x3|x2^3x3|x1x3^3|x1^4x2|x1^2x2^3|x1^3x2x3|x1^2x2^2x3|x1x2^3x3|x1x2^2x3^2","(Intercept)|x3|x1^2|x2^2|x1x2x3|x3^3|x1^3x2|x1^3x3|x1^2x2x3|x1^3x2x3|x1^2x2^2x3|x1x2^3x3"
"snr",22,65,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2x3^2|x3^3|x1^2x2^2|x1x2^2x3|x1x2x3^2|x1^3x2x3|x1^2x2^2x3|x1x2^3x3|x2^4x3|x1^3x3^2|x1x2^2x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x3^3|x1x2^3x3|x2^4x3"
"snr",22,66,"(Intercept)|x3|x1^2|x2^2|x3^3|x1^4|x1^2x2^2|x1^2x3^2|x2^2x3^2","(Intercept)|x3|x1^2|x2^2|x3^3|x1^4|x1^2x3^2|x2^2x3^2"
"snr",22,67,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x1^2x2^2|x2^4|x2^2x3^2|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3^2|x3^4"
"snr",22,68,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x1x2^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3"
"snr",22,69,"(Intercept)|x3|x1^2|x2^2|x1^2x2^2|x1^2x3^2|x2^2x3^2|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3^2|x2^2x3^2|x3^4"
"snr",22,70,"(Intercept)|x3|x1^2|x2^2|x2^2x3^2|x3^4|x1^2x2^2x3","(Intercept)|x3|x1^2|x2^2|x2^2x3^2|x3^4|x1^2x2^2x3"
"snr",22,71,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x3^3|x1^2x2^2|x2^2x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x3^3|x2^2x3^2"
"snr",22,72,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2"
"snr",22,73,"(Intercept)|x3|x1^2|x2^2|x1^4|x1^3x2|x1^2x2x3|x1^2x3^2|x2^2x3^2|x3^4","(Intercept)|x3|x1^2|x2^2|x1^4|x1^3x2|x1^2x3^2|x2^2x3^2|x3^4"
"snr",22,74,"(Intercept)|x3|x1^2|x2^2|x1^4|x1^3x2|x1^2x2^2|x1^2x3^2|x3^4|x1^3x2x3|x1^2x2^2x3","(Intercept)|x3|x1^2|x2^2|x1^4|x1^3x2|x1^2x3^2|x3^4"
"snr",22,75,"(Intercept)|x3|x1^2|x2^2|x3^3|x1^2x2^2|x2^4|x1^3x3|x1^2x2x3|x1x2^2x3|x1^2x3^2|x2^2x3^2|x1x2^4|x1^2x2^2x3|x1x2^2x3^2","(Intercept)|x3|x1^2|x2^2|x3^3|x1^3x3|x1x2^2x3|x1^2x3^2|x1x2^4|x1x2^2x3^2"
"snr",22,76,"(Intercept)|x3|x1x2|x2^2|x1^2x3|x2^2x3|x1x3^2|x3^3|x1^4|x2^4|x1^3x3|x1^2x2x3|x1x2^2x3|x2^3x3|x1^3x2^2|x1^2x2^3|x1^2x2^2x3","(Intercept)|x3|x2^2x3|x1x3^2|x3^3|x1^4|x2^4|x1x2^2x3|x2^3x3|x1^3x2^2|x1^2x2^3|x1^2x2^2x3"
"snr",22,77,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3"
"snr",22,78,"(Intercept)|x3|x1^2|x1x2|x2^2|x3^2|x1x2^2|x2^3|x1^2x3|x1x2x3|x2^2x3|x1^3x2|x1x2^3|x2^4|x1^2x2x3|x1^2x3^2","(Intercept)|x3|x1^2|x2^2|x3^2|x1x2^2|x1^2x3|x2^4|x1^2x3^2"
"snr",22,79,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3"
"snr",22,80,"(Intercept)|x3|x1^2|x2^2|x3^2|x1^4|x2^4|x1^3x3|x1^2x3^2|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3^2|x3^4"
"snr",22,81,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3"
"snr",22,82,"(Intercept)|x3|x1^2|x2^2|x1^2x3^2|x2^2x3^2|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3^2|x2^2x3^2|x3^4"
"snr",22,83,"(Intercept)|x3|x1^2|x2^2|x3^2|x3^3|x1^2x2^2|x1^2x2^2x3|x1x2^3x3","(Intercept)|x3|x1^2|x2^2|x3^3|x1^2x2^2x3"
"snr",22,84,"(Intercept)|x3|x1^2|x2^2|x2^2x3|x3^3|x1^2x2^2|x1^2x3^2","(Intercept)|x3|x1^2|x2^2|x2^2x3|x3^3|x1^2x3^2"
"snr",22,85,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^4"
"snr",22,86,"(Intercept)|x3|x1^2|x2^2|x3^2|x1^2x3|x3^3|x1^4|x1x2^3|x2^4|x1^3x3|x1x2^2x3|x1^2x2^3|x1^2x2^2x3|x1x2^2x3^2","(Intercept)|x3|x1^2|x2^2|x3^3|x1x2^2x3|x1^2x2^3"
"snr",22,87,"(Intercept)|x3|x1^2|x2^2|x3^3|x1^2x3^2|x2^2x3^2","(Intercept)|x3|x1^2|x2^2|x3^3|x1^2x3^2|x2^2x3^2"
"snr",22,88,"(Intercept)|x3|x2^2|x1x3|x1^2x3|x1x2x3|x2^2x3|x3^3|x1^4|x1^2x2^2|x1x2^2x3|x1x3^3|x1^2x2^2x3|x1^3x3^2|x1x2^2x3^2","(Intercept)|x3|x2^2|x1^2x3|x2^2x3|x3^3|x1^4|x1^2x2^2|x1^3x3^2"
"snr",22,89,"(Intercept)|x2|x3|x1^2|x2^2|x2x3|x3^2|x1^2x3|x3^3|x1^4|x1^3x3|x1^2x2x3|x2^2x3^2|x3^4|x1^2x2^3|x1^3x2x3|x1x2^3x3","(Intercept)|x3|x1^2|x2^2|x3^3|x1^3x3"
"snr",22,90,"(Intercept)|x3|x1^2|x2^2|x3^2|x1^2x3|x2^2x3|x3^3|x2^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3"
"snr",22,91,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x1^2x2x3|x1^2x2^3|x1^2x2^2x3|x1x2^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3"
"snr",22,92,"(Intercept)|x3|x1^2|x2^2|x1^2x2|x1x2^2|x1x2x3|x1^2x2^2|x1^2x3^2|x2^2x3^2|x3^4|x1^4x2|x1^3x2^2|x1^3x2x3|x1^3x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x2|x1^2x3^2|x2^2x3^2|x3^4|x1^4x2|x1^3x2^2|x1^3x3^2"
"snr",22,93,"(Intercept)|x3|x1^2|x2^2|x1^2x2|x1x2^2|x3^3|x1^2x2^2|x1x2^2x3|x2^3x3|x1^2x3^2|x2^2x3^2|x1^3x2^2|x1^2x2^3|x1x2^4|x1^3x2x3|x1^2x2^2x3|x1x2^3x3|x2^4x3|x1^2x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x2|x1x2^2|x3^3|x2^3x3|x1^2x3^2|x2^2x3^2|x1^2x2^3|x1x2^4|x1x2^3x3|x2^4x3|x1^2x3^3"
"snr",22,94,"(Intercept)|x3|x1^2|x2^2|x2^2x3|x3^3|x1^2x2^2|x1^2x3^2","(Intercept)|x3|x1^2|x2^2|x2^2x3|x3^3|x1^2x3^2"
"snr",22,95,"(Intercept)|x3|x2^2|x1x3|x1x2^2|x1^2x3|x2^2x3|x3^3|x1^4|x1^2x2^2|x1x2^3|x1^3x3|x1x2^2x3|x1^2x3^2|x1^3x2^2|x1^4x3|x2^4x3|x1x2^2x3^2","(Intercept)|x3|x2^2|x1^2x3|x2^2x3|x3^3|x1^4|x1^3x3|x1^2x3^2|x1^3x2^2|x1^4x3"
"snr",22,96,"(Intercept)|x3|x1^2|x2^2|x1x3|x2^2x3|x1^2x2^2|x1^2x3^2|x3^4|x1^2x2^3","(Intercept)|x3|x1^2|x2^2|x1x3|x2^2x3|x1^2x3^2|x3^4"
"snr",22,97,"(Intercept)|x1|x3|x1^2|x2^2|x3^2|x1^3|x1^2x2|x1x2^2|x1^2x3|x1x2x3|x1x3^2|x3^3|x1^4|x1^3x2|x1^2x2^2|x1^3x3|x1^2x2x3|x1x2^2x3|x2^3x3|x1^2x3^2|x1x2x3^2|x1x3^3|x1^5|x1^4x2|x1^3x2^2|x1^2x2^3|x1x2^4|x1^4x3|x1^3x2x3|x1^2x2^2x3|x1x2^3x3|x2^4x3|x1^3x3^2|x1^2x2x3^2|x1x2^2x3^2|x2^3x3^2|x1^2x3^3|x1x2x3^3|x1x3^4","(Intercept)|x3|x1^2|x2^2|x3^2|x1^2x2|x1x2x3|x1x3^2|x3^3|x1^4|x1^3x3|x1^2x2x3|x1x2^2x3|x1^2x3^2|x1x3^3|x1^5|x1^4x2|x1^2x2^3|x1^4x3|x1x2^3x3|x1^3x3^2|x1^2x2x3^2|x1x2^2x3^2|x2^3x3^2|x1^2x3^3|x1x2x3^3"
"snr",22,98,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3"
"snr",22,99,"(Intercept)|x1|x2|x3|x1^2|x1x2|x2^2|x1x3|x1^3|x1^2x2|x1x2^2|x2^3|x1^2x3|x1x2x3|x3^3|x1^3x2|x1^2x2^2|x1x2^3|x1^2x2x3|x1x2x3^2|x2^2x3^2|x1x3^3|x2x3^3|x1^5|x1^4x2|x1^3x2^2|x1^2x2^3|x1x2^4|x1^4x3|x1^2x2^2x3|x1x2^3x3|x1^3x3^2|x1^2x2x3^2|x2^3x3^2|x1^2x3^3|x1x2x3^3|x2^2x3^3|x1x3^4|x2x3^4","(Intercept)|x1|x3|x1^2|x1x2|x2^2|x1x3|x1^3|x1^2x2|x1x2^2|x1^2x3|x3^3|x1x2^3|x1^2x2x3|x1x2x3^2|x2^2x3^2|x2x3^3|x1^5|x1^4x2|x1^3x2^2|x1^2x2^3|x1x2^4|x1^4x3|x1^2x2^2x3|x1^2x2x3^2|x2^3x3^2|x1^2x3^3|x2^2x3^3|x2x3^4"
"snr",22,100,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^3|x1^2x3|x2^2x3|x3^3","(Intercept)|x3|x1^2|x2^2|x1^3|x1^2x3|x2^2x3|x3^3"
"snr",23,1,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x1^2x2^2x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3"
"snr",23,2,"(Intercept)|x3|x1^2|x2^2|x2^2x3|x3^3|x1^2x3^2","(Intercept)|x3|x1^2|x2^2|x2^2x3|x3^3|x1^2x3^2"
"snr",23,3,"(Intercept)|x3|x1^2|x2^2|x1^2x2|x1^2x3|x2^2x3|x2x3^2|x3^3|x1^3x3|x1^2x2x3|x1x2^2x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",23,4,"(Intercept)|x3|x1^2|x2^2|x2x3|x1^2x2|x2^3|x1^2x3|x2^2x3|x3^3|x1^2x2x3|x2^3x3|x2^2x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3"
"snr",23,5,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x3^3|x1^4|x2^2x3^2|x1^2x2^2x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x3^3|x1^4|x2^2x3^2|x1^2x2^2x3"
"snr",23,6,"(Intercept)|x3|x1^2|x2^2|x3^3|x1^2x3^2|x2^2x3^2","(Intercept)|x3|x1^2|x2^2|x3^3|x1^2x3^2|x2^2x3^2"
"snr",23,7,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^2x3|x1x2x3|x2^2x3|x3^3|x2^2x3^2","(Intercept)|x3|x1^2|x2^2|x1x3|x1^2x3|x2^2x3|x3^3"
"snr",23,8,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",23,9,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3"
"snr",23,10,"(Intercept)|x3|x1^2|x2^2|x1^2x2^2|x1^2x3^2|x2^2x3^2|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3^2|x2^2x3^2|x3^4"
"snr",23,11,"(Intercept)|x3|x1^2|x2^2|x1^2x2^2|x1^2x3^2|x2^2x3^2|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3^2|x2^2x3^2|x3^4"
"snr",23,12,"(Intercept)|x3|x1^2|x1x2|x2^2|x1^2x2|x1x2^2|x1^2x3|x1x2x3|x2^2x3|x3^3|x1^4|x1^2x2^3|x1x2^3x3|x1^2x2x3^2","(Intercept)|x3|x1^2|x1x2|x2^2|x1x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^3|x1^2x2x3^2"
"snr",23,13,"(Intercept)|x3|x1^2|x2^2|x1^2x2^2|x1^2x3^2|x2^2x3^2|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3^2|x2^2x3^2|x3^4"
"snr",23,14,"(Intercept)|x3|x1^2|x2^2|x2^2x3|x1^2x3^2|x3^4|x1^3x2^2","(Intercept)|x3|x1^2|x2^2|x2^2x3|x1^2x3^2|x3^4|x1^3x2^2"
"snr",23,15,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3"
"snr",23,16,"(Intercept)|x3|x1^2|x2^2|x3^3|x1^2x3^2|x2^2x3^2","(Intercept)|x3|x1^2|x2^2|x3^3|x1^2x3^2|x2^2x3^2"
"snr",23,17,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3"
"snr",23,18,"(Intercept)|x3|x1^2|x2^2|x1^2x3^2|x2^2x3^2|x3^4|x1^3x2^2","(Intercept)|x3|x1^2|x2^2|x1^2x3^2|x2^2x3^2|x3^4|x1^3x2^2"
"snr",23,19,"(Intercept)|x3|x1^2|x2^2|x1^2x2^2|x1^2x3^2|x2^2x3^2|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3^2|x2^2x3^2|x3^4"
"snr",23,20,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3"
"snr",23,21,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3"
"snr",23,22,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3"
"snr",23,23,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x3^3|x1^2x2^2|x2^2x3^2|x1^2x2^2x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x3^3|x2^2x3^2"
"snr",23,24,"(Intercept)|x3|x1^2|x2^2|x2^2x3|x3^3|x1^2x3^2","(Intercept)|x3|x1^2|x2^2|x2^2x3|x3^3|x1^2x3^2"
"snr",23,25,"(Intercept)|x3|x1^2|x2^2|x1^2x3^2|x2^2x3^2|x3^4|x1^2x2^2x3","(Intercept)|x3|x1^2|x2^2|x1^2x3^2|x2^2x3^2|x3^4"
"snr",23,26,"(Intercept)|x3|x1^2|x2^2|x3^3|x1^2x3^2|x2^2x3^2|x1^2x2^2x3","(Intercept)|x3|x1^2|x2^2|x3^3|x1^2x3^2|x2^2x3^2|x1^2x2^2x3"
"snr",23,27,"(Intercept)|x3|x1^2|x2^2|x1x2^2|x2^3|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x1^3x3|x2^5|x1^2x2^2x3","(Intercept)|x3|x1^2|x2^2|x2^3|x3^3|x1^3x3|x2^5|x1^2x2^2x3"
"snr",23,28,"(Intercept)|x3|x1^2|x2^2|x3^2|x2^2x3|x1^2x2^2|x2^3x3|x1^2x3^2|x3^4|x1^4x3|x1^2x2^2x3|x1x2^3x3","(Intercept)|x3|x1^2|x2^2|x3^4"
"snr",23,29,"(Intercept)|x3|x1^2|x2^2|x1^2x2^2|x1^2x3^2|x2^2x3^2|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3^2|x2^2x3^2|x3^4"
"snr",23,30,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3"
"snr",23,31,"(Intercept)|x3|x2^2|x1^2x3|x3^3|x1^4|x1^3x2|x1^2x2^2|x2^3x3|x1^3x2x3|x1^2x2^2x3|x1x2^2x3^2","(Intercept)|x3|x2^2|x1^2x3|x3^3|x1^4|x1^3x2|x1^2x2^2|x1^3x2x3|x1x2^2x3^2"
"snr",23,32,"(Intercept)|x3|x1^2|x2^2|x1^2x2^2|x1^3x3|x1^2x3^2|x2^2x3^2|x3^4|x1^3x2^2|x1^2x2^3","(Intercept)|x3|x1^2|x2^2|x1^3x3|x1^2x3^2|x2^2x3^2|x3^4"
"snr",23,33,"(Intercept)|x3|x1^2|x2^2|x3^2|x1^2x2|x1^2x3|x3^3|x1^2x2^2|x2^4|x1^4x2|x1x2^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x2|x1^2x3|x3^3|x2^4"
"snr",23,34,"(Intercept)|x2|x3|x1^2|x2^2|x1x3|x3^2|x1^3|x1^2x2|x1x2^2|x2^3|x1^2x3|x2^2x3|x1x3^2|x2x3^2|x1^2x2^2|x2^4|x1^3x3|x1x2^2x3|x1^2x3^2|x2^2x3^2","(Intercept)|x3|x1^2|x3^2|x1^3|x1^2x3|x1^3x3|x1^2x3^2"
"snr",23,35,"(Intercept)|x3|x1^2|x2^2|x3^3|x1^4|x1^2x2^2|x1^2x3^2|x2^2x3^2","(Intercept)|x3|x1^2|x2^2|x3^3|x1^4|x1^2x2^2|x1^2x3^2|x2^2x3^2"
"snr",23,36,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^2x2|x1x2x3|x2^2x3|x3^3|x1^4|x1^3x2|x1^2x2^2|x1x2^2x3|x2^3x3|x1^2x3^2|x2^2x3^2|x3^4|x1^3x2^2|x1^2x2^2x3|x2^4x3|x1^3x3^2|x1x2^2x3^2","(Intercept)|x3|x1^2|x2^2|x3^3|x1^2x3^2"
"snr",23,37,"(Intercept)|x3|x1^2|x2^2|x1x2x3|x2^2x3|x3^3|x1^3x2|x1^4x2|x1^3x2x3|x1^2x2^2x3|x1x2^3x3|x2^4x3","(Intercept)|x3|x1^2|x2^2|x1x2x3|x2^2x3|x3^3|x1^3x2|x1^4x2|x1^3x2x3|x1^2x2^2x3"
"snr",23,38,"(Intercept)|x3|x1^2|x2^2|x1^2x2|x2^3|x1^2x3|x2^2x3|x3^3|x1^4|x1^2x2^2|x1x2^3|x1x2^2x3|x2^3x3|x1x2^4|x2^5|x1^4x3|x1^3x2x3|x1^2x2^2x3|x1x2^2x3^2|x1x2x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x2|x2^3|x2^2x3|x3^3|x2^5|x1^3x2x3|x1^2x2^2x3"
"snr",23,39,"(Intercept)|x3|x1^2|x1x2|x2^2|x1x2^2|x1x2x3|x2^2x3|x3^3|x1^4|x1^3x2|x1x2^3|x1^2x2x3|x1^2x3^2|x2^2x3^2|x1^2x2^2x3|x2^4x3|x1x2x3^3","(Intercept)|x3|x1^2|x1x2|x2^2|x1x2^2|x1x2x3|x2^2x3|x3^3|x1^3x2|x1x2^3|x1^2x3^2|x1^2x2^2x3|x2^4x3|x1x2x3^3"
"snr",23,40,"(Intercept)|x1|x3|x1^2|x2^2|x2^2x3|x2x3^2|x3^3|x1^4|x1^2x2^2|x1x2^2x3|x1^2x3^2","(Intercept)|x1|x3|x1^2|x2^2|x2^2x3|x3^3|x1^2x3^2"
"snr",23,41,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2"
"snr",23,42,"(Intercept)|x3|x1^2|x2^2|x1^2x3^2|x2^2x3^2|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3^2|x2^2x3^2|x3^4"
"snr",23,43,"(Intercept)|x3|x1^2|x1^2x2|x2^2x3|x3^3|x1^2x2^2|x2^4|x1^2x2^3|x1x2^3x3","(Intercept)|x3|x1^2|x1^2x2|x2^2x3|x3^3|x1^2x2^2|x2^4|x1^2x2^3|x1x2^3x3"
"snr",23,44,"(Intercept)|x3|x1^2|x2^2|x1x2x3|x2^2x3|x3^3|x1^3x3|x1^4x3|x1x2^2x3^2","(Intercept)|x3|x1^2|x2^2|x2^2x3|x3^3|x1^3x3|x1^4x3|x1x2^2x3^2"
"snr",23,45,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^2x2|x1^2x3|x2^2x3|x3^3","(Intercept)|x3|x1^2|x2^2|x1x3|x1^2x3|x2^2x3|x3^3"
"snr",23,46,"(Intercept)|x3|x1^2|x2^2|x1^2x2|x2^2x3|x3^3|x1^4|x1^3x2|x1^4x2|x1^3x2x3","(Intercept)|x3|x1^2|x2^2|x2^2x3|x3^3|x1^3x2|x1^3x2x3"
"snr",23,47,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^4|x1^2x2^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^4"
"snr",23,48,"(Intercept)|x3|x1^2|x2^2|x2^2x3|x3^3|x1^4|x1^2x3^2|x1^3x3^2","(Intercept)|x3|x1^2|x2^2|x2^2x3|x3^3|x1^2x3^2|x1^3x3^2"
"snr",23,49,"(Intercept)|x3|x1^2|x2^2|x3^2|x1x2^2|x1^2x3|x3^3|x2^2x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x3^3|x2^2x3^2"
"snr",23,50,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x1^4x2|x1^3x2x3|x1^2x2^2x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^4x2"
"snr",23,51,"(Intercept)|x3|x1^2|x2^2|x3^3|x1^4|x1^2x2^2|x1x2^3x3|x2^4x3","(Intercept)|x3|x1^2|x2^2|x3^3|x2^4x3"
"snr",23,52,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3"
"snr",23,53,"(Intercept)|x3|x1^2|x2^2|x1x2^2|x3^3|x1^4|x1^2x2^2|x1^2x2x3|x1^3x2x3|x1^2x2^2x3|x1^3x3^2","(Intercept)|x3|x1^2|x2^2|x3^3"
"snr",23,54,"(Intercept)|x3|x1^2|x2^2|x2^2x3|x3^3|x1^4|x1^2x2^2|x1^2x3^2","(Intercept)|x3|x1^2|x2^2|x2^2x3|x3^3|x1^4|x1^2x2^2|x1^2x3^2"
"snr",23,55,"(Intercept)|x3|x2^2|x1x2^2|x1^2x3|x2^2x3|x3^3|x1^4|x1^2x2^2|x1x2^2x3|x2^2x3^2|x1^3x2^2|x1x2^4|x1x2^2x3^2|x2^2x3^3","(Intercept)|x3|x2^2|x1x2^2|x1^2x3|x2^2x3|x3^3|x1^4|x1^2x2^2|x1x2^2x3|x2^2x3^2|x1^3x2^2|x1x2^4|x1x2^2x3^2|x2^2x3^3"
"snr",23,56,"(Intercept)|x3|x1^2|x2^2|x1x2^2|x1^2x3|x2^2x3|x3^3|x1^3x2^2|x1^3x2x3","(Intercept)|x3|x1^2|x2^2|x1x2^2|x1^2x3|x2^2x3|x3^3|x1^3x2^2"
"snr",23,57,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x1^3x2|x1^3x3|x1x2x3^2|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x1^3x2|x1^3x3|x3^4"
"snr",23,58,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^2x3|x2^2x3|x3^3","(Intercept)|x3|x1^2|x2^2|x1x3|x1^2x3|x2^2x3|x3^3"
